eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,capex_int_%,profits_losses_eur_million,profits_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%
348,AURIGA INDUSTRIES,Denmark,Chemicals,50.8,11.6,908.9,2.4,5.6,17.5,58.2,1.9,80.9,-5.8,8.9,2,4.1
349,ULTRA ELECTRONICS,UK,Aerospace & Defence,50.4,-5.3,917.6,-4.2,5.5,10.7,-39.7,1.2,43.7,-45.2,4.8,5,12.0
350,JUNGHEINRICH,Germany,Industrial Engineering,50.2,11.8,"2,497.8",9.1,2.0,96.2,-6.3,3.9,192.5,11.9,7.7,13,6.0
351,TIETO,Finland,Software & Computer Services,50.0,25.0,"1,522.5",-8.9,3.3,,-100.0,0.0,58.2,-38.6,3.8,14,-6.7
352,ERAMET,France,Industrial Metals & Mining,50.0,6.4,"3,075.0",-0.3,1.6,316.0,-26.0,10.3,-10.0,-92.0,-0.3,14,6.1
353,DE LONGHI,Italy,Household Goods & Home Construction,49.9,15.2,"1,726.7",5.8,2.9,52.7,,3.1,197.7,-10.6,11.4,7,14.3
354,BANG & OLUFSEN,Denmark,Leisure Goods,49.7,-5.3,317.1,-17.7,15.7,11.2,0.7,3.5,-108.6,"-32,380.0",-34.2,2,-5.6
355,CIRCASSIA,UK,Pharmaceuticals & Biotechnology,49.6,82.8,,,,0.4,,,-58.9,88.4,,0,145.0
356,SIMCORP,Denmark,Software & Computer Services,49.4,2.6,241.1,7.1,20.5,2.1,-11.9,0.9,57.3,5.6,23.8,1,8.6
357,CEGEDIM,France,Software & Computer Services,49.3,5.1,923.3,1.1,5.3,22.6,1.1,2.4,-129.0,-451.3,-14.0,8,-0.9
358,PAUL HARTMANN,Germany,Health Care Equipment & Services,49.2,24.6,"1,862.0",3.8,2.6,72.5,3.8,3.9,127.6,36.6,6.9,10,-0.4
359,LUBRIZOL,UK,Chemicals,48.9,-2.4,220.6,0.3,22.2,,,0.0,38.5,70.3,17.5,0,3.8
360,WITTINGTON INVESTMENTS,UK,Food Producers,48.9,52.0,"16,795.9",-2.7,0.3,,,0.0,"1,402.5",0.1,8.4,119,5.2
361,PLAYTECH,UK,Software & Computer Services,48.7,9.0,457.0,24.4,10.7,25.2,135.5,5.5,128.1,13.3,28.0,4,21.8
362,KSB,Germany,Industrial Engineering,48.7,2.6,"2,181.7",-2.9,2.2,76.5,41.8,3.5,75.7,-52.0,3.5,16,-1.4
363,AKKA TECHNOLOGIES,France,Support Services,48.1,-16.5,885.6,0.8,5.4,11.5,-35.1,1.3,45.9,-8.0,5.2,11,-1.6
364,MORPHOSYS,Germany,Pharmaceuticals & Biotechnology,48.1,10.2,64.0,-17.9,75.1,2.9,176.2,4.5,-5.9,-157.8,-9.2,0,10.0
365,VINCI,France,Construction & Materials,48.0,-5.9,"39,043.0",-4.2,0.1,"1,507.0",-2.3,3.9,"4,420.0",16.0,11.3,185,-3.0
366,ALLIED IRISH BANKS,Ireland,Banks,48.0,-7.7,"2,553.0",48.6,1.9,,,0.0,"1,111.0",-165.9,43.5,11,-10.0
367,NATS,UK,Industrial Transportation,48.0,22.7,"1,185.8",0.5,4.0,,,0.0,292.6,35.7,24.7,4,-3.9
368,VECTURA,UK,Pharmaceuticals & Biotechnology,46.4,28.9,74.6,58.9,62.2,1.8,-39.1,2.4,-10.8,35.5,-14.5,0,13.0
369,IMMSI,Italy,Automobiles & Parts,46.3,-2.9,"1,274.6",1.3,3.6,37.8,,3.0,80.2,25.0,6.3,8,-2.5
370,LKAB,Sweden,Mining,46.2,29.6,"2,194.7",-12.9,2.1,,,0.0,60.7,-92.5,2.8,5,2.5
371,PUMA,Germany,Personal Goods,46.2,-42.8,"2,972.0",-0.4,1.6,72.6,30.3,2.4,128.0,105.1,4.3,11,2.6
372,OUTOTEC,Finland,Industrial Engineering,46.2,15.8,"1,402.6",-26.6,3.3,18.3,-23.1,1.3,10.2,-92.4,0.7,5,-5.8
373,FIDESSA,UK,Software & Computer Services,45.8,4.5,353.5,-1.4,12.9,14.7,-2.6,4.1,49.6,-5.4,14.0,2,-0.1
374,OTTO,Germany,General Retailers,45.5,31.1,"12,056.6",0.5,0.4,,,0.0,14.6,-95.7,0.1,54,-0.4
375,CEZ,Czech Republic,Electricity,45.3,18.8,"7,238.0",-7.5,0.6,"1,291.3",-21.5,17.8,"1,239.3",-27.9,17.1,26,-1.2
376,HIKMA PHARMACEUTICALS,UK,Pharmaceuticals & Biotechnology,45.3,41.0,"1,226.4",9.1,3.7,75.0,54.2,6.1,336.1,11.5,27.4,7,1.0
377,KTM,Austria,Automobiles & Parts,45.2,23.1,864.6,20.7,5.2,69.6,19.7,8.0,75.2,37.3,8.7,2,13.7
378,PHARMATHEN,Greece,Pharmaceuticals & Biotechnology,45.1,5.5,180.7,1.5,25.0,,,0.0,26.6,0.7,14.7,1,0.0
379,BIAL,Portugal,Pharmaceuticals & Biotechnology,44.9,-15.4,204.3,2.4,22.0,,,0.0,39.4,33.2,19.3,0,
380,WAGO,Germany,Electronic & Electrical Equipment,44.5,25.5,600.8,7.1,7.4,,,0.0,59.7,42.0,9.9,5,6.5
381,HALMA,UK,Electronic & Electrical Equipment,44.5,7.7,933.5,7.3,4.8,28.5,39.9,3.1,173.2,-7.1,18.6,5,6.6
382,ITALCEMENTI,Italy,Construction & Materials,44.4,-4.9,"4,155.6",-1.9,1.1,507.3,,12.2,157.9,7.3,3.8,18,-3.6
383,CHR HANSEN,Denmark,Pharmaceuticals & Biotechnology,44.1,-2.0,756.2,2.4,5.8,50.6,-4.0,6.7,204.8,6.4,27.1,3,0.0
384,FLSMIDTH,Denmark,Industrial Engineering,44.0,-22.0,"3,049.5",-15.8,1.4,49.2,-30.2,1.6,174.1,-472.9,5.7,14,-11.3
385,IMA INDUSTRIA MACCHINE AUTOMATICHE,Italy,Industrial Engineering,43.7,9.4,854.6,12.3,5.1,13.4,,1.6,108.0,12.2,12.6,4,-2.2
386,COMPUTATIONAL DYNAMICS,UK,Software & Computer Services,43.3,49.9,113.9,11.2,38.0,,,0.0,6.1,"-1,555.4",5.4,0,11.1
387,WOLFSON MICROELECTRONICS,UK,Technology Hardware & Equipment,43.2,5.5,147.8,-0.2,29.2,,,0.0,-16.4,107.8,-11.1,0,4.5
388,DELHAIZE,Belgium,Food & Drug Retailers,43.0,19.4,"21,361.0",3.7,0.2,528.0,8.6,2.5,596.0,-20.8,2.8,152,-5.5
389,OXFORD INSTRUMENTS,UK,Electronic & Electrical Equipment,42.7,28.7,495.6,7.1,8.6,5.7,-35.3,1.1,0.8,-97.3,0.2,2,18.0
390,FERROVIAL,Spain,Construction & Materials,42.6,29.5,"8,802.0",7.8,0.5,,,0.0,744.0,-10.0,8.5,67,0.8
391,STANDARD LIFE,UK,Life insurance,42.4,32.0,"3,012.1",-10.0,1.4,,,0.0,"-4,741.1",8.0,-157.4,0,-100.0
392,GAS TURBINE EFFICIENCY,UK,Industrial Engineering,42.2,-1.9,"5,414.8",14.3,0.8,48.6,-30.2,0.9,420.9,38.4,7.8,32,6.9
393,BOLIDEN,Sweden,Mining,42.2,-3.9,"3,927.5",7.2,1.1,370.7,-29.7,9.4,293.7,52.9,7.5,5,1.4
394,DATALOGIC,Italy,Electronic & Electrical Equipment,42.1,5.8,464.6,3.1,9.1,11.2,,2.4,47.6,4.7,10.2,2,4.5
395,TKH,The Netherlands,Electronic & Electrical Equipment,41.9,23.8,"1,350.4",12.7,3.1,34.9,64.8,2.6,118.4,75.7,8.8,5,4.7
396,DANIELI,Italy,Industrial Engineering,41.8,1.6,"2,987.0",1.7,1.4,133.1,,4.5,361.4,-20.3,12.1,11,4.4
397,WILO,Germany,Industrial Engineering,41.7,13.4,"1,230.8",3.7,3.4,,,0.0,124.5,4.1,10.1,7,4.3
398,NKT,Denmark,Electronic & Electrical Equipment,41.6,0.6,"2,134.5",0.3,1.9,32.7,-5.4,1.5,83.6,1.7,3.9,9,2.0
399,ALK ABELLO,Denmark,Pharmaceuticals & Biotechnology,41.4,-21.0,327.4,8.4,12.7,22.3,-10.8,6.8,42.1,138.9,12.9,2,4.6
400,CRITEO,France,Media,41.4,32.2,745.1,67.8,5.6,35.4,60.8,4.7,40.7,"1,180.0",5.5,2,
401,WACKER NEUSON,Germany,Industrial Engineering,41.3,15.6,"1,284.3",10.8,3.2,73.8,2.8,5.7,126.3,27.1,9.8,4,5.2
402,KONTRON,Germany,Technology Hardware & Equipment,41.2,-13.5,456.8,2.6,9.0,4.2,21.9,0.9,-5.5,-81.0,-1.2,1,-36.4
403,MOLNLYCKE HEALTH CARE,Sweden,Health Care Equipment & Services,41.2,19.9,894.4,5.2,4.6,,,0.0,218.7,9.2,24.4,0,3.3
404,FORTUM,Finland,Electricity,41.0,-16.3,"4,751.0",-21.5,0.9,,-100.0,0.0,"1,351.0",-15.9,28.4,9,-13.1
405,AMARIN,UK,Pharmaceuticals & Biotechnology,41.0,-30.9,44.6,105.7,91.7,,-100.0,0.0,-76.0,-49.4,-170.2,0,8.6
406,888 HOLDINGS,UK,Travel & Leisure,40.6,19.7,374.5,13.5,10.8,4.5,-39.6,1.2,65.9,42.3,17.6,1,4.2
407,ECOTIVE,UK,Automobiles & Parts,40.5,121.4,,,,,,,-48.4,163.4,,0,
408,SUDZUCKER,Germany,Food Producers,40.4,-4.9,"6,777.6",-10.0,0.6,386.2,2.5,5.7,353.6,-49.2,5.2,18,1.5
409,CORBION,The Netherlands,Food Producers,40.4,2.5,770.1,3.6,5.2,67.8,2.6,8.8,12.9,-65.6,1.7,2,0.4
410,POSTEN NORDEN,Sweden,Industrial Transportation,40.1,-11.9,"4,253.2",1.1,0.9,,,0.0,37.4,-48.1,0.9,38,-3.4
411,NESTE OIL,Finland,Oil & Gas Producers,40.0,0.0,"15,011.0",-14.0,0.3,261.0,30.5,1.7,379.0,-33.4,2.5,5,-2.1
412,SOPRA STERIA,France,Software & Computer Services,39.9,-47.9,"2,280.4",69.0,1.8,26.3,53.7,1.2,169.7,43.2,7.4,37,129.4
413,TELIT COMMUNICATIONS,UK,Technology Hardware & Equipment,39.8,167.7,242.2,20.9,16.5,7.9,98.3,3.3,12.5,94.7,5.1,1,21.1
414,LEONHARD KURZ STIFTUNG,Germany,General Industrials,39.8,12.5,601.3,-1.3,6.6,,,0.0,57.1,-7.9,9.5,4,3.9
415,JENOPTIK,Germany,Industrial Engineering,39.7,-0.7,590.2,-1.7,6.7,25.5,45.2,4.3,45.5,-9.5,7.7,4,3.5
416,CIMPRESS,The Netherlands,Support Services,39.7,33.2,"1,230.7",17.6,3.2,62.4,5.1,5.1,79.3,12.1,6.4,6,24.0
417,E.ON,Germany,"Gas, Water & Multi-utilities",39.5,-59.2,"111,556.0",-6.8,0.0,"3,994.0",-10.8,3.6,"-1,040.0",-124.6,-0.9,59,-4.6
418,SGL CARBON,Germany,Chemicals,39.3,-9.7,"1,335.6",-6.1,2.9,132.6,13.3,9.9,-43.5,-36.8,-3.3,6,-0.7
419,AEROPORTS DE PARIS,France,Industrial Transportation,38.0,9.8,"2,791.0",1.3,1.4,386.0,-8.5,13.8,794.0,11.2,28.4,9,-0.7
420,CONSTELLIUM,The Netherlands,Industrial Metals & Mining,38.0,5.6,"3,666.0",4.9,1.0,199.0,38.2,5.4,214.0,-2.7,5.8,9,0.0
421,UNIQURE,The Netherlands,Pharmaceuticals & Biotechnology,37.6,131.1,4.7,59.2,803.2,15.8,"1,080.3",336.6,-39.6,79.5,-846.1,0,86.2
422,GENUS,UK,Pharmaceuticals & Biotechnology,37.5,-2.3,478.5,7.8,7.8,6.6,-23.9,1.4,54.1,13.8,11.3,2,8.0
423,ANSALDO STS,Italy,Industrial Transportation,37.4,9.4,"1,303.5",3.7,2.9,9.2,,0.7,129.7,6.7,9.9,4,-8.0
424,SAFT,France,Electronic & Electrical Equipment,37.3,11.7,678.4,8.7,5.5,28.8,-31.4,4.2,63.9,6.5,9.4,4,5.8
425,AVEVA,UK,Software & Computer Services,37.2,-16.1,268.3,-12.1,13.9,3.3,-17.5,1.2,67.1,-25.7,25.0,2,11.5
426,SBM OFFSHORE,The Netherlands,"Oil Equipment, Services & Distribution",37.1,86.0,"4,515.3",19.6,0.8,48.6,-65.1,1.1,547.7,251.9,12.1,8,-0.7
427,ELMOS SEMICONDUCTOR,Germany,Technology Hardware & Equipment,36.7,5.1,209.5,10.8,17.5,28.7,107.6,13.7,19.9,68.1,9.5,1,5.3
428,OXFORD NANOPORE TECHNOLOGIES,UK,Pharmaceuticals & Biotechnology,36.5,34.8,0.2,, ,,,0.0,-54.0,45.2, ,0,35.4
429,COMPUGROUP MEDICAL,Germany,Software & Computer Services,36.2,9.4,515.1,12.1,7.0,8.1,7.2,1.6,53.9,-5.0,10.5,4,11.4
430,SDL,UK,Software & Computer Services,36.1,13.3,334.8,-2.1,10.8,3.1,-60.7,0.9,9.6,-131.2,2.9,3,2.1
431,F-SECURE,Finland,Software & Computer Services,35.5,-4.6,153.8,-0.8,23.1,6.7,67.2,4.3,18.8,-30.6,12.2,1,-1.9
432,BHP BILLITON,UK,Mining,35.4,-32.8,"43,050.0",-22.2,0.1,"9,840.2",-21.5,22.9,"7,897.2",-59.2,18.3,43,-9.0
433,GUERBET,France,Pharmaceuticals & Biotechnology,35.3,-1.7,409.0,4.9,8.6,21.5,-28.6,5.3,41.1,22.8,10.0,1,5.7
434,SCHALTBAU,Germany,Industrial Engineering,35.2,34.9,429.6,10.0,8.2,23.5,38.6,5.5,22.9,-43.1,5.3,3,29.7
435,UPM-KYMMENE,Finland,Forestry & Paper,35.0,-7.9,"9,868.0",-1.9,0.4,378.0,12.2,3.8,613.0,14.4,6.2,20,-2.6
436,VALMET,Finland,Industrial Engineering,35.0,-35.2,"2,473.0",-5.4,1.4,46.0,-14.8,1.9,67.0,-219.6,2.7,10,-11.1
437,WEIR,UK,Industrial Engineering,35.0,7.1,"3,134.5",0.3,1.1,138.8,-0.4,4.4,241.6,-62.0,7.7,15,11.2
438,INMARSAT,UK,Mobile telecommunications,34.8,97.2,"1,059.1",1.9,3.3,284.9,-33.0,26.9,339.2,75.1,32.0,2,-1.8
439,BIC,France,Household Goods & Home Construction,34.7,-3.8,"1,979.1",4.8,1.8,105.4,15.9,5.3,368.6,7.2,18.6,10,21.1
440,GLEN ELECTRIC,UK,Household Goods & Home Construction,34.7,-1.2,"1,086.5",3.8,3.2,,,0.0,92.6,15.2,8.5,5,-0.4
441,SWEDISH ORPHAN BIOVITRUM,Sweden,Pharmaceuticals & Biotechnology,34.5,-28.7,277.5,19.8,12.4,2.4,-12.0,0.9,1.9,-125.3,0.7,1,7.9
442,EFFEM HOLDINGS,UK,Food Producers,34.1,-11.2,"3,558.1",-0.8,1.0,,,0.0,509.4,5.2,14.3,5,0.5
443,TRELLEBORG,Sweden,General Industrials,34.1,8.8,"2,397.0",4.9,1.4,102.4,12.9,4.3,344.8,27.4,14.4,17,11.6
444,SAME DEUTZ-FAHR,Italy,Industrial Engineering,34.0,25.8,"1,210.2",-0.1,2.8,,,0.0,74.5,-10.2,6.2,3,10.3
445,VAISALA,Finland,Electronic & Electrical Equipment,33.6,18.3,299.7,9.7,11.2,7.9,,2.6,26.2,56.9,8.7,2,8.6
446,VESUVIUS,UK,General Industrials,33.6,-2.2,"1,856.9",-8.3,1.8,68.3,14.7,3.7,161.7,-31.5,8.7,11,-3.4
447,AXWAY SOFTWARE,France,Software & Computer Services,33.4,26.2,261.6,10.1,12.8,4.7,55.1,1.8,34.3,10.7,13.1,2,10.0
448,BRAINLAB,Germany,Health Care Equipment & Services,33.4,4.0,241.5,10.0,13.8,,,0.0,19.6,8.8,8.1,1,6.6
449,ANITE,UK,Software & Computer Services,33.2,12.4,112.6,-32.5,29.5,,,0.0,17.6,-9.2,15.6,0,-100.0
450,FIVES,France,Industrial Engineering,33.1,17.8,"1,560.5",-4.0,2.1,,,0.0,92.6,-11.3,5.9,0,
451,GOTHAER,Germany,Life insurance,33.1,-4.6,"3,714.5",3.3,0.9,,,0.0,-226.9,849.4,-6.1,0,-100.0
452,FUCHS PETROLUB,Germany,Chemicals,32.9,7.5,"1,865.9",1.9,1.8,52.6,-27.7,2.8,308.1,-1.1,16.5,4,5.8
453,INDUSTRIAL AND FINANCIAL SYSTEMS,Sweden,Software & Computer Services,32.8,8.1,323.0,10.7,10.2,4.3,29.0,1.3,31.8,37.2,9.9,3,3.5
454,NUTRECO,The Netherlands,Food Producers,32.7,-11.6,"5,253.0",0.3,0.6,,,0.0,188.4,-13.5,3.6,11,50.6
455,MEGGER,UK,Electronic & Electrical Equipment,32.6,33.0,224.8,-0.7,14.5,,,0.0,-53.3,-290.1,-23.7,1,-0.2
456,BLOOR INVESTMENTS,UK,General Industrials,32.5,-0.2,"1,156.7",18.4,2.8,,,0.0,96.5,92.6,8.3,3,11.1
457,ROCKWOOL INTERNATIONAL,Denmark,Construction & Materials,32.3,8.1,"2,180.4",8.7,1.5,29.8,-82.8,1.4,21.8,-87.2,1.0,11,9.3
458,LUDWIG KROHNE,Germany,Industrial Engineering,32.3,0.4,426.2,3.7,7.6,,,0.0,42.1,12.1,9.9,3,5.3
459,LATECOERE,France,Aerospace & Defence,32.2,7.7,664.1,6.9,4.8,15.1,-9.1,2.3,13.9,-380.7,2.1,5,4.0
460,CEGID,France,Software & Computer Services,31.7,-0.8,,-100.0,,3.4,41.8,,,-100.0,,2,-3.4
461,PRIMA INDUSTRIE,Italy,Industrial Engineering,31.6,109.1,350.5,4.4,9.0,5.3,,1.5,18.5,-33.2,5.3,2,3.2
462,BE SEMICONDUCTOR INDUSTRIES,The Netherlands,Technology Hardware & Equipment,31.4,8.5,378.8,48.6,8.3,6.5,65.2,1.7,72.1,282.1,19.0,2,5.3
463,UNIBET,Malta,Travel & Leisure,31.4,-15.6,401.1,16.4,7.8,3.1,-33.3,0.8,129.7,123.7,32.3,1,-18.8
464,HOGANAS HOLDING,Sweden,Support Services,31.2,306.9,754.8,243.0,4.1,,,0.0,73.6,"-3,555.0",9.7,2,213.1
465,UNIT4,The Netherlands,Software & Computer Services,31.0,6.0,490.5,4.4,6.3,,,0.0,35.0,51.7,7.1,4,-1.9
466,OHB TECHNOLOGY,Germany,Aerospace & Defence,30.9,-1.1,728.1,7.1,4.2,11.1,-8.8,1.5,28.7,-29.0,3.9,2,-13.5
467,DIAGEO,UK,Beverages,30.9,14.3,"13,900.8",5.4,0.2,820.2,-0.6,5.9,"3,579.0",15.9,25.7,33,22.0
468,SSAB,Sweden,Industrial Metals & Mining,30.8,42.4,"5,083.8",36.3,0.6,178.0,107.2,3.5,-41.4,-65.6,-0.8,14,66.5
469,DSV,Denmark,Industrial Transportation,30.7,27.4,"6,536.9",6.3,0.5,50.2,65.0,0.8,353.1,5.1,5.4,23,3.9
470,DEBENHAMS,UK,General Retailers,30.3,22.3,"2,973.1",1.3,1.0,131.5,-10.0,4.4,165.5,-12.9,5.6,28,-6.4
471,CODEMASTERS SOFTWARE,UK,Software & Computer Services,30.2,-13.3,60.2,-4.6,50.2,,,0.0,-4.5,-68.6,-7.5,1,-22.1
472,CHEMRING,UK,Aerospace & Defence,30.2,24.3,610.5,-24.0,4.9,14.0,-11.4,2.3,-35.2,-11.0,-5.8,3,-22.3
473,EMIS,UK,Software & Computer Services,29.9,35.0,176.9,30.4,16.9,8.8,-18.2,5.0,37.3,17.1,21.1,2,18.8
474,EXACT,The Netherlands,Software & Computer Services,29.9,9.5,188.1,-11.8,15.9,,,0.0,23.3,-40.3,12.4,1,-15.1
475,NIBE INDUSTRIER,Sweden,Industrial Engineering,29.6,23.9,"1,174.6",12.2,2.5,28.5,14.2,2.4,139.3,19.0,11.9,10,8.3
476,NATIONAL GRID,UK,"Gas, Water & Multi-utilities",29.6,91.7,"19,541.8",2.6,0.2,"3,954.4",4.5,20.2,"4,859.4",1.2,24.9,24,1.5
477,ARQUES INDUSTRIES,Germany,Financial Services,29.4,-22.4,326.1,-13.5,9.0,2.7,-51.2,0.8,-10.1,-6.8,-3.1,1,-4.4
478,CRODA INTERNATIONAL,UK,Chemicals,29.2,1.8,"1,345.5",-2.8,2.2,80.9,41.3,6.0,311.5,-8.2,23.2,4,1.8
479,SOITEC,France,Technology Hardware & Equipment,28.8,25.6,222.9,-9.8,12.9,8.4,-77.2,3.8,-291.7,44.4,-130.9,1,-14.5
480,HUNTER DOUGLAS,The Netherlands,Household Goods & Home Construction,28.8,0.0,"2,219.8",2.2,1.3,60.1,5.8,2.7,140.0,6.9,6.3,16,-3.4
481,METASWITCH NETWORKS,UK,Software & Computer Services,28.7,2.6,114.7,8.5,25.1,,,0.0,4.4,214.6,3.8,1,1.7
482,GHGL LONDON,UK,Chemicals,28.7,,655.5,,4.4,,,0.0,21.9,,3.3,2,
483,TDC,Denmark,Fixed Line Telecommunications,28.5,21.1,"3,178.0",-4.0,0.9,397.9,0.4,12.5,717.3,4.3,22.6,9,-4.6
484,OBRASCON HUARTE LAIN,Spain,Construction & Materials,28.5,10.0,"3,730.5",1.3,0.8,283.5,,7.6,889.1,-23.8,23.8,25,13.3
485,KONECRANES,Finland,Industrial Engineering,28.4,13.1,"2,011.4",-4.2,1.4,42.0,-27.3,2.1,124.0,29.5,6.2,12,1.3
486,EPPENDORF,Germany,Health Care Equipment & Services,28.2,2.5,502.7,-3.4,5.6,,,0.0,93.8,-7.7,18.7,3,5.6
487,MUNICH RE,Germany,Nonlife Insurance,28.0,100.0,"47,225.0",-4.4,0.1,,,0.0,-680.0,4.3,-1.4,0,-100.0
488,KEMIRA,Finland,Chemicals,28.0,-12.8,"2,136.7",-4.1,1.3,141.1,4.7,6.6,118.5,39.4,5.5,4,-4.6
489,CREDITO AGRICOLA,Portugal,Banks,27.9,91.9,558.7,19.4,5.0,,,0.0,65.6,243.5,11.7,4,0.1
490,MORGAN ADVANCED MATERIALS,UK,General Industrials,27.9,7.4,"1,184.9",-3.8,2.4,43.5,-6.9,3.7,111.2,-22.1,9.4,9,-5.5
491,EUROMONITOR,UK,Media,27.9,5.6,114.0,19.5,24.4,,,0.0,2.5,-89.2,2.2,1,4.3
492,INSIDE SECURE,France,Technology Hardware & Equipment,27.6,-5.4,103.3,-18.9,26.8,1.0,-74.6,0.9,-2.7,-88.4,-2.6,0,-5.7
493,TOBII,Sweden,Technology Hardware & Equipment,27.6,31.3,66.1,50.7,41.7,2.3,46.7,3.5,-7.3,86.5,-11.1,0,25.5
494,INTELLIGENT ENERGY,UK,Electronic & Electrical Equipment,27.4,53.7,17.5,-34.7,156.7,5.2,6.7,29.7,-71.5,90.5,-408.5,0,-3.5
495,SVENSKA HANDELSBANKEN,Sweden,Banks,27.4,-18.9,"4,079.0",5.5,0.7,,,0.0,"2,045.4",6.2,50.1,12,1.6
496,QINETIQ,UK,Support Services,27.3,-26.6,"1,053.5",-31.2,2.6,31.9,2.5,3.0,141.7,445.5,13.4,6,-30.1
497,XCHANGING,UK,Support Services,27.3,341.7,737.3,-16.4,3.7,10.7,-27.2,1.4,47.3,-54.3,6.4,7,-7.9
498,ENERGIAS DE PORTUGAL,Portugal,Electricity,27.2,-12.4,"16,293.9",1.2,0.2,"1,736.3",-23.5,10.7,"3,521.3",13.3,21.6,12,-3.1
499,ACCOR,France,Travel & Leisure,27.0,-15.6,"5,454.0",-0.7,0.5,262.0,-42.3,4.8,481.0,55.2,8.8,48,-0.9
500,MEDIVIR,Sweden,Pharmaceuticals & Biotechnology,26.9,10.1,188.1,296.1,14.3,0.9,148.1,0.5,126.6,"3,357.1",67.3,0,-23.5
501,BIOCARTIS GROUP,Belgium,Pharmaceuticals & Biotechnology,26.4,-18.3,8.5,1.7,311.2,1.9,-38.6,22.7,-29.2,10.6,-344.1,0,20.4
502,MANITOU BF,France,Industrial Engineering,26.4,-1.3,"1,246.5",6.0,2.1,19.5,-22.9,1.6,49.3,117.1,4.0,3,2.0
503,PHARM RESEARCH ASSOCIATES,UK,Pharmaceuticals & Biotechnology,26.4,15.1,217.1,22.8,12.1,,,0.0,7.3,156.0,3.4,1,29.6
504,STALLERGENES,France,Pharmaceuticals & Biotechnology,26.3,-11.4,250.5,2.5,10.5,,,0.0,59.0,-1.0,23.6,1,1.6
505,VERITAS,Germany,Automobiles & Parts,26.3,6.0,575.5,-2.3,4.6,,,0.0,9.9,-55.3,1.7,4,2.0
506,JAMES HARDIE INDUSTRIES,Ireland,Construction & Materials,26.1,-4.2,"1,364.7",10.9,1.9,227.5,139.3,16.7,271.9,492.6,19.9,3,6.5
507,LEUZE GESCHAEFTSFUEHRUNGS,Germany,Support Services,26.1,1.2,274.1,-9.4,9.5,,,0.0,10.5,-30.3,3.8,2,8.3
508,TARKETT,France,Construction & Materials,26.0,0.8,"2,414.4",-4.1,1.1,87.7,,3.6,135.8,-24.7,5.6,12,4.7
509,AUCHAN,France,General Retailers,26.0,52.9,"13,598.0",-1.1,0.2,,,0.0,,-100.0,0.0,51,0.6
510,ENIRO,Sweden,Media,25.9,-19.0,319.6,-18.0,8.1,1.3,-52.0,0.4,-153.4,-369.9,-48.0,2,-24.7
511,ENRICHMENT TECHNOLOGY,UK,Industrial Engineering,25.8,12.5,345.8,-57.5,7.5,,,0.0,19.3,1.8,5.6,2,-17.6
512,ROYAL TEN CATE,The Netherlands,General Industrials,25.8,4.9,"1,041.6",3.9,2.5,19.2,95.9,1.8,35.0,-1.4,3.4,4,2.6
513,SKANSKA,Sweden,Construction & Materials,25.8,7.1,"15,258.7",5.0,0.2,150.3,-8.0,1.0,575.9,-2.6,3.8,58,1.3
514,NORTHERN POWERGRID,UK,Electricity,25.7,-7.7,"1,051.1",13.2,2.4,,,0.0,534.3,13.4,50.8,3,3.6
515,MGI COUTIER,France,Automobiles & Parts,25.5,5.4,692.1,4.3,3.7,42.5,77.1,6.1,48.7,-15.2,7.0,8,2.0
516,EOS HOLDING,Germany,Industrial Engineering,25.5,33.2,177.5,36.3,14.4,,,0.0,23.7,87.2,13.3,1,7.7
517,EVS BROADCAST EQUIPMENT,Belgium,Electronic & Electrical Equipment,25.2,10.8,131.4,1.8,19.2,22.4,48.5,17.1,47.1,-3.1,35.8,1,6.8
518,ENBW ENERGIE BADEN-WURTTEMBERG,Germany,Electricity,25.2,10.0,"21,002.5",2.2,0.1,"1,704.4",60.8,8.1,-37.7,-104.0,-0.2,20,0.7
519,CNP ASSURANCES,France,Life insurance,25.2,33.3,"29,948.3",14.9,0.1,,,0.0,"-10,572.9",-6.8,-35.3,0,-100.0
520,FORCE INDIA FORMULA ONE TEAM,UK,Automobiles & Parts,25.1,9.6,56.3,-6.3,44.6,,,0.0,-60.4,27.6,-107.3,0,7.7
521,MELROSE INDUSTRIES,UK,General Industrials,25.1,3.2,"2,038.3",-25.4,1.2,74.8,-0.7,3.7,266.4,-27.7,13.1,10,-25.5
522,MEDA,Sweden,Pharmaceuticals & Biotechnology,25.0,-5.6,"1,634.4",17.1,1.5,12.3,-14.7,0.8,158.3,-3.9,9.7,5,69.7
523,OMV,Austria,Oil & Gas Producers,25.0,47.6,"35,913.0",-15.3,0.1,"3,834.0",-19.6,10.7,"1,062.0",-59.4,3.0,26,-5.1
524,BAUER,Germany,Construction & Materials,24.8,-15.6,"1,375.7",-2.0,1.8,69.1,-22.5,5.0,48.7,-15.8,3.5,10,0.0
525,TELIASONERA,Sweden,Fixed Line Telecommunications,24.7,-22.4,"10,759.1",-0.6,0.2,"1,725.3",10.1,16.0,"2,471.2",-7.1,23.0,26,3.3
526,GW PHARMACEUTICALS,UK,Pharmaceuticals & Biotechnology,24.7,110.8,38.6,10.1,63.9,9.3,223.4,24.1,-29.3,123.1,-76.0,0,18.6
