eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%,,
425,SSAB Svenskt Stal,Sweden,Industrial metals & mining (175),22.75,25.0,"5,663",30.6,0.4,4.2,5.9,16.4,9,-9.4,,
426,Fuchs Petrolub,Germany,Chemicals (135),22.70,-4.2,"1,394",2.1,1.6,3.1,1.6,12.2,4,1.5,,
427,Itella,Finland,Industrial transportation (277),22.60,-0.4,"1,953",15.7,1.2,6.9,4.6,3.2,28,9.9,,
428,Servier  ,UK,Biotechnology (4573),22.45,18.9,22,18.9,100.0,4.7,10.1,4.5,0,7.5,,
429,BTG,UK,Biotechnology (4573),22.34,116.1,88,13.1,25.5,1.8,0.8,-13.9,0,131.3,,
430,Pohjolan Voima  ,Finland,Electricity (753),22.20,26.1,919,19.9,2.4,83.1,49.9,-1.8,1,3.5,,
431,Dako,Denmark,Biotechnology (4573),22.01,70.2,220,61.4,10.0,9.6,5.9,8.3,1,0.1,,
432,Commerzbank,Germany,Banks (835),22.00,69.2,"6,460",-21.0,0.3,2.7,2.2,-6.7,39,12.8,,
432,Accor,France,Travel & leisure (575),22.00,-15.4,"7,739",-4.7,0.3,16.0,10.8,11.0,158,-8.4,,
434,RHI,Austria,Industrial machinery (2757),21.90,3.8,"1,607",8.2,1.4,4.4,5.0,9.1,8,6.5,,
435,"REpower Systems (now part of Suzlon Energy, India)",Germany,Alternative energy (58),21.88,63.5,"1,209",77.8,1.8,4.3,5.1,6.5,2,41.1,,
436,Oberthur Technologies,France,Electronic equipment (2737),21.80,19.0,734,40.0,3.0,3.4,3.6,7.2,5,49.1,,
437,Wittington Investments,UK,Food producers (357),21.72,31.2,"8,605",21.0,0.3,6.1,5.8,6.3,97,13.2,,
438,Fidessa,UK,Software (9537),21.45,1.1,196,40.1,11.0,12.0,6.9,11.9,1,24.7,,
439,Stork,The Netherlands,Industrial machinery (2757),21.35,-56.9,"1,772",-18.1,1.2,3.9,3.1,4.9,14,-0.3,,
440,MGI Coutier,France,Automobiles & parts (335),21.10,-6.2,420,-9.3,5.0,3.6,4.1,0.1,4,-13.0,,
440,Saft,France,Electrical components & equipment (2733),21.10,-9.4,609,1.5,3.5,3.7,3.0,11.5,4,0.7,,
442,Exact,The Netherlands,Software (9537),21.06,9.9,261,3.5,8.1,1.1,2.4,18.9,3,-1.5,,
443,Q-Med,Sweden,Biotechnology (4573),21.03,-1.8,116,-3.5,18.2,15.3,8.7,3.9,1,3.9,,
444,Orexo,Sweden,Pharmaceuticals (4577),21.00,51.5,21,204.2,98.9,2.7,72.6,-48.2,0,53.8,,
445,RHJ International,Belgium,Other financials (877),20.91,175.1,"3,547",-33.3,0.6,5.0,4.1,-33.4,18,-18.0,,
446,Nordex,Germany,Industrial machinery (2757),20.87,21.1,"1,136",51.9,1.8,4.6,2.1,5.5,2,44.6,,
447,CS Communication & Systemes,France,Computer services (9533),20.82,8.3,222,-1.6,9.4,0.9,1.2,-2.2,2,16.9,,
448,Aliaxis,Belgium,Construction & materials (235),20.77,4.5,"2,405",13.6,0.9,4.2,3.9,12.0,16,31.3,,
448,Glen Electric  ,UK,Household goods & home construction (372),20.77,23.1,834,0.9,2.5,1.7,2.6,5.7,6,2.5,,
450,ITV,UK,Media (555),20.69,-9.1,"2,099",-2.5,1.0,1.0,2.4,-131.7,6,-1.8,,
451,Symphogen,Denmark,Biotechnology (4573),20.62,40.7,6,21.3,354.3,44.5,20.6,-334.5,0,13.0,,
452,Teollisuuden Voima,Finland,Electricity (753),20.60,20.5,257,10.7,8.0,232.6,111.7,-14.2,1,3.2,,
453,BRE Bank,Poland,Banks (835),20.56,2.8,694,34.9,3.0,9.1,8.9,30.8,7,19.8,,
453,Seco Tools,Sweden,Industrial machinery (2757),20.56,9.2,595,8.3,3.5,11.1,8.8,20.4,5,13.1,,
455,Thrane & Thrane,Denmark,Telecommunications equipment (9578),20.55,-26.7,166,-1.4,12.4,1.0,1.9,9.9,1,-8.9,,
456,Veritas  ,Germany,Automobiles & parts (335),20.38,-2.5,432,3.8,4.7,5.6,5.0,-1.0,3,-0.3,,
457,Pharming,The Netherlands,Biotechnology (4573),20.23,6.0,0,-94.2,"50,575.0",725.0,97.1,"-75,250.0",0,2.7,,
458,Outotec,Finland,Industrial machinery (2757),20.20,37.4,"1,218",21.8,1.7,0.9,0.5,9.8,2,15.8,,
459,A-Tec Industries,Austria,Industrial machinery (2757),20.18,7.4,"3,316",40.4,0.6,3.4,2.6,0.3,13,-5.7,,
460,Visiocorp,UK,Automobiles & parts (335),20.17,,599,,3.4,3.0,,-1.7,5,,,
461,Wanderer-Werke,Germany,Industrial machinery (2757),20.12,,578,,3.5,2.3,,4.6,4,,,
462,Singulus Technologies,Germany,Industrial machinery (2757),20.08,-21.5,208,-6.8,9.7,1.2,0.8,-22.2,1,4.7,,
463,Terma  ,Denmark,Aerospace & defence (271),20.06,65.9,142,1.8,14.1,7.4,3.1,7.0,1,16.0,,
464,Wilex,Germany,Biotechnology (4573),20.04,-10.2,3,48.8,670.2,1.7,7.5,-722.7,0,21.6,,
465,Outokumpu,Finland,Industrial metals & mining (175),20.00,11.1,"5,741",-23.6,0.3,5.2,1.8,-1.2,9,5.5,,
466,Force India Formula One  ,UK,Travel & leisure (575),19.88,84.2,30,-22.0,66.1,8.0,9.6,-37.1,0,6.7,,
467,WET Automotive Systems,Germany,Automobiles & parts (335),19.86,10.8,170,-4.4,11.7,3.0,3.9,-19.4,4,-1.2,,
468,Bauer,Germany,Construction & materials (235),19.75,20.9,"1,291",25.0,1.5,10.9,9.3,13.1,9,24.2,,
469,Prima Industrie,Italy,Industrial machinery (2757),19.69,110.1,367,108.2,5.4,1.8,1.0,6.5,2,126.9,,
470,K+S,Germany,Chemicals (135),19.61,20.2,"4,794",43.4,0.4,5.2,5.2,24.8,12,2.1,,
471,Severn Trent,UK,"Gas, water & multiutilities (757)",19.55,22.0,"1,699",5.8,1.2,28.9,26.8,27.2,9,0.7,,
472,Nolato,Sweden,Chemicals (135),19.38,67.8,257,15.1,7.5,5.6,4.4,8.2,5,20.5,,
473,Charter International,UK,Industrial machinery (2757),19.24,93.8,"1,952",30.0,1.0,3.0,3.1,10.8,13,18.1,,
474,Renovo,UK,Biotechnology (4573),19.19,-9.3,8,"1,443.1",243.8,43.1,109.8,-286.8,0,14.6,,
475,Miba,Austria,Automobiles & parts (335),19.10,19.4,375,-3.4,5.1,11.4,9.1,8.5,3,5.5,,
476,Antisoma,UK,Biotechnology (4573),19.07,27.0,41,396.8,46.6,0.3,2.3,27.3,0,20.3,,
477,Genus,UK,Biotechnology (4573),19.03,3.9,267,-2.0,7.1,2.4,2.8,11.4,2,3.1,,
478,YIT,Finland,Construction & materials (235),19.00,-13.6,"3,940",6.3,0.5,0.2,0.8,6.5,25,7.1,,
479,"Ilog (now part of IBM, USA)",France,Software (9537),18.93,-24.9,88,-24.0,21.5,1.6,4.4,-1.2,1,1.3,,
480,Cattles,UK,Other financials (877),18.72,-4.7,850,14.6,2.2,0.9,0.6,20.1,5,6.4,,
481,IBS,Sweden,Software (9537),18.68,-36.7,185,-10.0,10.1,0.8,0.9,-13.5,2,-11.2,,
482,Standard Life,UK,Life insurance (857),18.62,5.9,"-16,126",-254.2,-0.1,-1.8,2.3,0.9,10,-0.4,,
483,Uponor,Finland,Construction & materials (235),18.60,-5.6,958,-21.4,1.9,3.6,4.0,5.5,4,-6.4,,
484,Bioinvent,Sweden,Biotechnology (4573),18.58,44.9,23,75.8,81.0,3.1,2.8,2.6,0,3.1,,
485,Indesit,Italy,Household goods & home construction (372),18.50,-26.0,"3,155",-8.2,0.6,3.6,4.0,4.2,17,-0.5,,
486,Unibel,France,Food producers (357),18.45,8.9,"2,217",12.8,0.8,4.6,4.4,4.1,12,,,
487,ACTIELEC Technologies (now Actia),France,Electronic equipment (2737),18.43,10.4,251,12.8,7.4,1.5,2.6,5.2,2,9.1,,
488,Post Danmark,Denmark,Industrial transportation (277),18.41,-19.4,"1,600",0.9,1.2,3.2,3.8,9.4,20,-5.4,,
489,Industrial and Financial Systems,Sweden,Software (9537),18.38,5.8,229,6.9,8.0,1.0,0.8,6.2,3,2.8,,
490,Active Biotech,Sweden,Biotechnology (4573),18.33,10.0,5,488.8,389.2,12.1,10.0,-359.9,0,1.1,,
491,Konecranes,Finland,Industrial machinery (2757),18.30,21.2,"2,103",20.2,0.9,1.0,1.4,11.6,9,15.2,,
491,B&C,Austria,Other financials (877),18.30,13.7,"2,020",14.5,0.9,7.9,,11.6,14,11.1,,
493,Croda International,UK,Chemicals (135),18.21,24.8,"1,037",5.5,1.8,5.2,4.0,11.9,4,-6.9,,
494,Norddeutsche Landesbank Girozentrale,Germany,Banks (835),18.00,-5.3,"1,367",4.6,1.3,1.4,1.2,1.7,6,5.0,,
494,Kofax,UK,Software (9537),18.00,13.7,176,6.1,10.2,1.7,1.1,5.5,1,2.1,,
496,Devgen,Belgium,Biotechnology (4573),17.98,108.8,9,54.3,194.2,6.0,17.5,-279.8,0,31.5,,
497,Innate Pharma,France,Biotechnology (4573),17.91,-4.0,13,48.7,138.6,58.0,15.0,-92.7,0,4.7,,
498,Atlantia,Italy,Industrial transportation (277),17.90,-14.9,"2,853",-12.7,0.6,34.6,32.9,55.6,10,6.1,,
499,Fimalac,France,Other financials (877),17.85,-16.2,587,-21.2,3.0,12.3,45.5,15.9,3,-0.7,,
500,Recticel,Belgium,Chemicals (135),17.73,-4.4,"1,555",-3.5,1.1,2.9,2.6,2.6,11,-1.5,,
501,SAES Getters,Italy,Electronic equipment (2737),17.66,-0.5,160,-4.2,11.0,6.9,7.2,19.4,1,23.7,,
502,Demag Cranes,Germany,Industrial machinery (2757),17.60,-4.3,"1,226",13.5,1.4,1.7,2.1,10.8,6,3.2,,
503,Diageo,UK,Beverages (353),17.59,0.0,"8,368",8.1,0.2,4.3,3.5,29.4,24,8.2,,
503,Logica,UK,Computer services (9533),17.59,-21.6,"3,711",13.6,0.5,1.3,1.3,2.4,39,-1.4,,
505,Thrombogenics,Belgium,Biotechnology (4573),17.40,3.0,30,"1,928.0",57.2,1.4,58.0,33.1,0,31.3,,
506,Sword,France,Computer services (9533),17.31,103.9,206,14.9,8.4,1.7,2.0,17.5,2,17.2,,
507,Vossloh,Germany,Industrial transportation (277),17.20,35.4,"1,372",11.3,1.3,2.1,3.7,10.7,5,-16.0,,
508,LCH Clearnet,UK,Other financials (877),17.18,7.3,501,12.8,3.4,1.9,0.7,51.5,1,10.1,,
509,James Hardie Industries  ,The Netherlands,Construction & materials (235),17.12,-12.8,865,-18.1,2.0,2.2,2.6,13.2,2,-20.0,,
510,Ark Therapeutics,UK,Biotechnology (4573),17.03,12.5,1,-17.2,"1,774.0",766.7,344.0,"-2,214.6",0,2.0,,
511,Vacon,Finland,Electrical components & equipment (2733),17.00,19.0,293,26.3,5.8,2.8,3.0,11.8,1,46.5,,
512,TDC,Denmark,Fixed line telecommunications (653),16.93,-78.2,"5,216",-10.7,0.3,10.6,9.7,15.7,16,-13.1,,
513,Oxford Instruments,UK,Electronic equipment (2737),16.86,0.6,214,17.0,7.9,1.7,2.2,-0.2,2,2.0,,
513,Allergy Therapeutics,UK,Pharmaceuticals (4577),16.86,-35.7,32,20.5,52.5,7.3,12.3,-50.3,0,8.4,,
515,Schaltbau,Germany,Commercial vehicles & trucks (2753),16.83,6.0,280,20.7,6.0,1.6,2.3,7.9,1,4.1,,
516,Vetoquinol,France,Biotechnology (4573),16.80,9.5,234,0.4,7.2,2.3,2.6,12.0,1,8.5,,
517,Randstad,The Netherlands,Support services (279),16.70,169.4,"2,972",46.4,0.6,2.0,3.0,-1.7,28,60.7,,
518,Ohb Technology,Germany,Aerospace & defence (271),16.67,36.5,232,6.2,7.2,2.6,1.4,7.0,1,5.8,,
519,e2v Technologies,UK,Electronic equipment (2737),16.58,13.7,241,14.0,6.9,4.0,5.2,-9.1,2,-6.2,,
520,Flamel Technologies  ,France,Biotechnology (4573),16.55,-15.3,28,5.3,59.6,9.1,30.8,-76.0,0,-6.0,,
521,LeasePlan,The Netherlands,Other financials (877),16.46,-3.9,885,-8.1,1.9,625.0,541.0,28.0,6,2.1,,
522,Manitou BF,France,Commercial vehicles & trucks (2753),16.29,14.2,"1,278",1.4,1.3,2.9,3.5,3.6,3,24.4,,
523,Soitec,France,Semiconductors (9576),16.28,-5.3,214,-28.3,7.6,4.1,54.9,-32.4,1,2.2,,
524,Valio  ,Finland,Food producers (357),16.20,15.7,"1,844",7.6,0.9,8.3,6.3,-0.1,4,3.1,,
525,Ducati Motor,Italy,Automobiles & parts (335),16.11,100.9,398,19.5,4.1,4.5,3.7,5.2,1,3.5,,
526,Verbund,Austria,Electricity (753),16.10,78.9,"3,745",23.2,0.4,11.8,8.2,29.5,3,4.1,,
526,TUI,Germany,Travel & leisure (575),16.10,114.7,"24,934",14.0,0.1,1.6,4.6,1.3,75,18.9,,
528,Micronic Laser Systems,Sweden,Semiconductors (9576),16.04,-11.1,52,8.7,31.0,1.5,1.7,-23.8,0,-4.3,,
529,Gewiss,Italy,Electrical components & equipment (2733),16.01,11.3,338,2.2,4.7,3.6,8.1,11.9,2,-0.3,,
530,Finatis,France,Food & drug retailers (533),16.00,-11.1,"29,469",11.7,0.1,4.1,3.8,3.8,178,7.4,,
530,Rallye,France,Food & drug retailers (533),16.00,-15.8,"29,463",11.7,0.1,3.9,3.7,3.7,0,,,
530,Deutsche Bahn,Germany,Travel & leisure (575),16.00,33.3,"33,452",6.8,0.0,20.0,19.9,5.6,248,3.8,,
533,Hikma Pharmaceuticals,UK,Pharmaceuticals (4577),15.95,14.6,418,29.4,3.8,9.8,11.0,13.9,5,40.5,,
534,Bioton,Poland,Pharmaceuticals (4577),15.92,21.8,71,8.3,22.3,60.7,6.4,-34.3,1,46.2,,
535,Sepura,UK,Telecommunications equipment (9578),15.83,10.7,77,8.8,20.7,2.4,4.2,14.2,0,14.6,,
536,Huhtamaki,Finland,General industrials (272),15.80,-8.7,"2,260",-2.2,0.7,3.1,6.3,-3.5,15,0.4,,
537,BE Semiconductor Industries,The Netherlands,Semiconductors (9576),15.71,-16.2,149,-10.3,10.5,5.0,2.4,-20.2,1,0.0,,
538,McLaren  ,UK,Travel & leisure (575),15.70,488.0,251,17.2,6.3,4.5,3.3,-17.2,1,5.4,,
539,Raymarine,UK,Electronic equipment (2737),15.69,0.1,140,-4.1,11.2,4.5,3.5,14.9,1,-1.6,,
540,Svenska Handelsbanken,Sweden,Banks (835),15.65,3.6,"2,747",5.0,0.6,1.4,1.5,50.7,11,6.1,,
541,Leica Camera,Germany,Leisure goods (374),15.56,9.8,134,-14.1,11.6,9.7,3.4,-1.0,1,6.8,,
542,"British Energy (now part of Electricite de France, France)",UK,Electricity (753),15.52,15.4,"2,908",-6.3,0.5,7.0,7.5,18.0,6,3.1,,
542,Basware,Finland,Software (9537),15.52,17.8,86,17.5,18.0,0.8,0.9,10.0,1,18.8,,
544,LISI,France,Aerospace & defence (271),15.50,3.3,844,3.5,1.8,7.5,5.2,11.2,7,8.5,,
545,Clipper Windpower,UK,Electricity (753),15.49,113.7,530,"2,989.5",2.9,2.8,70.1,-46.5,1,51.5,,
546,Tecnomen (now Tecnomen Lifetree),Finland,Telecommunications equipment (9578),15.45,12.9,77,10.1,20.0,1.4,1.5,14.9,0,0.8,,
547,Britannia Building Society,UK,Other financials (877),15.41,-7.4,389,0.7,4.0,4.5,7.3,18.4,5,2.7,,
548,Intec Telecom Systems,UK,Software (9537),15.39,-2.5,140,9.1,11.0,1.4,2.1,8.8,2,1.2,,
549,Geox,Italy,Personal goods (376),15.27,7.5,893,15.9,1.7,6.1,3.6,19.1,4,12.4,,
550,De La Rue,UK,Support services (279),15.21,-35.5,645,-17.2,2.4,4.6,3.2,18.3,4,-36.9,,
551,Nutreco,The Netherlands,Food producers (357),15.10,-15.2,"4,943",22.0,0.3,1.7,1.9,3.7,9,19.1,,
552,Franz Haniel & Cie,Germany,Food & drug retailers (533),15.00,-21.1,"27,329",-6.3,0.1,1.2,1.4,2.8,57,1.3,,
552,Provimi,France,Food producers (357),15.00,0.0,"2,074",13.8,0.7,2.4,2.1,3.7,9,-0.9,,
552,Kesa Electricals,UK,General retailers (537),15.00,6.0,"5,125",0.9,0.3,2.0,2.1,-1.2,27,-1.1,,
552,SkyePharma,UK,Pharmaceuticals (4577),15.00,-51.2,64,46.7,23.3,7.7,8.5,-28.3,0,0.3,,
556,DiaSorin,Italy,Biotechnology (4573),14.97,8.0,245,20.9,6.1,5.9,5.9,28.8,1,15.4,,
557,Muhlbauer,Germany,Semiconductors (9576),14.94,-21.0,173,8.5,8.7,7.3,3.6,14.0,2,7.7,,
558,Faiveley,France,Commercial vehicles & trucks (2753),14.89,6.7,693,12.0,2.1,1.9,2.2,12.8,4,10.2,,
559,Carraro,Italy,Automobiles & parts (335),14.81,-3.3,973,19.6,1.5,5.4,5.2,3.8,4,4.2,,
559,Telekomunikacja Polska,Poland,Fixed line telecommunications (653),14.81,1.6,"4,411",-0.4,0.3,11.7,16.4,17.6,29,-7.3,,
561,Karo Bio,Sweden,Biotechnology (4573),14.78,-8.5,1,40.6,"1,523.7",57.7,31.9,"-1,796.9",0,-11.3,,
562,Otto,Germany,General retailers (537),14.75,-58.5,"11,584",-20.1,0.1,2.3,1.8,1.5,51,-5.5,,
563,Eniro,Sweden,Media (555),14.74,-15.6,605,-1.0,2.4,0.9,0.7,6.2,5,3.5,,
564,Constantia Packaging,Austria,General industrials (272),14.63,60.2,"2,081",32.9,0.7,5.9,6.4,8.5,8,-1.4,,
565,Liberata  ,UK,Support services (279),14.61,175.7,194,-9.4,7.5,13.7,4.1,-25.9,3,-2.8,,
566,Chicago Bridge & Iron Company  ,The Netherlands,Industrial machinery (2757),14.48,265.7,"4,277",36.2,0.3,2.1,2.0,0.9,19,10.7,,
567,Enrichment Technology,UK,Industrial machinery (2757),14.46,7.0,347,83.7,4.2,25.9,27.0,8.5,2,32.0,,
568,Rational,Germany,Household goods & home construction (372),14.45,22.9,343,1.9,4.2,9.2,4.0,24.2,1,13.0,,
569,Vernalis,UK,Biotechnology (4573),14.43,-23.4,58,126.8,24.9,0.4,2.5,15.6,0,-49.1,,
570,ESI,France,Software (9537),14.42,-6.4,70,1.9,20.6,2.0,1.9,7.7,1,3.1,,
571,Vanderlande Industries BV  ,The Netherlands,Industrial machinery (2757),14.39,14.2,611,23.2,2.4,1.3,1.6,8.7,2,13.8,,
572,CMC Markets,UK,Other financials (877),14.38,65.5,188,64.2,7.7,5.9,8.9,30.6,1,73.8,,
573,Tessenderlo,Belgium,Chemicals (135),14.30,-47.0,"2,765",14.9,0.5,3.4,4.1,7.6,8,-2.8,,
573,IDS Scheer,Germany,Software (9537),14.30,10.3,399,1.4,3.6,0.8,1.1,3.3,3,5.9,,
575,Kapsch TrafficCom,Austria,Support services (279),14.21,47.9,200,7.8,7.1,8.7,1.9,13.3,1,13.5,,
576,Schouw,Denmark,General industrials (272),14.20,13.9,"1,371",21.2,1.0,3.3,3.7,1.2,4,-2.0,,
577,Domino Printing Sciences,UK,Electronic equipment (2737),14.19,21.1,262,9.4,5.4,1.9,1.6,10.0,2,7.2,,
578,Pharmexa (now Affitech),Denmark,Biotechnology (4573),14.17,-12.9,1,-48.6,"1,889.3",1.3,12.3,"-3,614.7",0,-27.5,,
579,Psion,UK,Computer hardware (9572),14.16,7.2,206,-0.2,6.9,2.1,2.2,-4.8,1,-1.5,,
580,Lansforsakringar,Sweden,Banks (835),14.13,-2.5,288,-61.1,4.9,1.2,0.8,-107.4,1,3.8,,
581,EYBL International,Austria,Automobiles & parts (335),14.01,-10.7,294,-11.6,4.8,1.1,1.6,-12.2,4,-3.7,,
582,WMF,Germany,Household goods & home construction (372),13.94,8.9,796,4.5,1.8,2.9,3.0,5.1,6,2.5,,
583,Sperian Protection,France,General industrials (272),13.90,-4.8,751,-0.5,1.9,3.2,2.1,11.8,6,1.5,,
584,Comptel,Finland,Software (9537),13.87,36.7,85,3.0,16.3,1.6,1.8,13.6,1,9.2,,
585,Brembo,Italy,Automobiles & parts (335),13.75,10.0,"1,061",16.3,1.3,6.5,6.8,6.3,6,19.3,,
586,Isagro,Italy,Chemicals (135),13.74,10.8,213,9.6,6.4,1.4,2.6,7.3,1,-2.3,,
587,Expro International,UK,"Oil equipment, services & distribution (57)",13.72,145.0,631,17.5,2.2,6.6,11.6,14.2,4,13.5,,
588,OMV,Austria,Oil & gas producers (53),13.64,-11.8,"25,543",27.4,0.1,12.1,13.8,9.5,41,10.3,,
589,RM,UK,Software (9537),13.63,-11.5,299,6.9,4.6,3.6,2.8,4.6,2,6.4,,
590,Intralot,Greece,Travel & leisure (575),13.58,-8.0,"1,077",28.9,1.3,9.7,3.4,12.8,5,16.0,,
591,Enea,Sweden,Software (9537),13.52,27.7,83,11.8,16.2,1.9,0.8,8.0,1,32.9,,
592,Metris,Belgium,Electronic equipment (2737),13.45,48.5,87,-5.9,15.4,8.0,6.8,-12.8,1,-18.6,,
593,Hansen Transmissions International,Belgium,Industrial machinery (2757),13.32,33.5,609,44.5,2.2,36.4,40.2,9.2,2,29.7,,
594,TKH,The Netherlands,Electrical components & equipment (2733),13.18,37.6,965,17.9,1.4,3.4,3.6,7.5,4,8.5,,
595,Beta Systems Software,Germany,Software (9537),13.15,14.8,90,2.1,14.5,0.7,2.0,7.1,1,1.9,,
596,HKScan,Finland,Food producers (357),13.10,-16.0,"2,295",8.9,0.6,3.5,6.2,1.6,7,-5.3,,
597,BioAlliance Pharma,France,Health care equipment & services (453),13.07,10.1,8,131.4,160.0,30.2,21.5,-283.8,0,29.6,,
598,Tarkett  ,France,Construction & materials (235),13.00,-14.5,"2,069",-0.9,0.6,5.5,,1.9,9,-3.2,,
599,Vitec,UK,Industrial machinery (2757),12.93,20.2,349,23.3,3.7,4.9,6.3,7.9,2,8.1,,
600,Carlsberg,Denmark,Beverages (353),12.90,-11.1,"8,054",34.0,0.2,10.0,12.2,9.4,46,36.2,,
600,Amsterdam Molecular Therapeutics,The Netherlands,Biotechnology (4573),12.90,31.6,0,,,,,,0,55.2,,
602,CNP,Belgium,Other financials (877),12.89,-3.1,"15,478",19.4,0.1,1.5,2.0,-2.7,17,-1.1,,
603,Fives  ,France,Industrial machinery (2757),12.81,8.2,"1,137",11.0,1.1,1.7,0.9,4.8,5,9.7,,
604,Newron Pharmaceuticals,Italy,Biotechnology (4573),12.72,57.2,3,-34.3,481.8,9.5,8.2,-703.0,0,26.3,,
604,Radiall,France,Telecommunications equipment (9578),12.72,-2.9,200,-5.2,6.3,7.6,5.2,8.3,2,7.3,,
606,Chroma Therapeutics,UK,Biotechnology (4573),12.68,47.6,0,,"21,133.3",250.0,,"-24,216.7",0,12.5,,
607,MBDA,UK,Aerospace & defence (271),12.62,90.6,738,-9.6,1.7,2.5,1.5,4.4,3,-7.2,,
608,Anite,UK,Computer services (9533),12.52,-30.2,123,-24.4,10.2,3.2,2.4,8.3,1,-34.1,,
609,Nokian Tyres,Finland,Automobiles & parts (335),12.50,8.7,"1,081",5.5,1.2,13.8,10.7,22.8,4,10.1,,
609,AGRANA,Austria,Food producers (357),12.50,18.6,"2,026",7.1,0.6,3.3,10.2,1.5,8,1.3,,
611,Intrum Justitia,Sweden,Other financials (877),12.42,53.1,335,14.0,3.7,1.0,1.6,15.5,3,7.3,,
612,Tekla,Finland,Software (9537),12.34,66.8,59,19.0,20.8,2.0,2.0,29.5,0,13.3,,
613,Palfinger,Austria,Industrial machinery (2757),12.33,-10.0,795,14.3,1.6,5.9,8.8,9.2,5,19.9,,
614,Arques Industries,Germany,Other financials (877),12.25,312.5,"5,505",161.9,0.2,1.3,1.8,-2.7,12,101.9,,
614,P&i Personal & Informatik,Germany,Software (9537),12.25,7.2,59,-0.7,20.8,1.1,0.9,22.2,0,7.0,,
616,SSL International,UK,Personal goods (376),12.21,15.7,665,20.3,1.8,4.3,1.4,14.0,5,-1.4,,
617,Plastic Logic,UK,Electrical components & equipment (2733),12.11,89.2,0,-100.0,,,528.6,,0,37.9,,
618,QinetiQ,UK,Aerospace & defence (271),12.10,-17.6,"1,673",18.4,0.7,1.8,1.7,8.1,14,1.9,,
618,Channel Four Television,UK,Media (555),12.10,-6.4,937,-4.1,1.3,0.4,1.1,-0.4,1,-6.2,,
620,SUSS MicroTec,Germany,Semiconductors (9576),12.06,-13.7,149,2.6,8.1,1.2,1.7,-7.5,1,-7.2,,
621,OP-Pohjola,Finland,Banks (835),12.00,-20.0,"1,656",-22.4,0.7,7.2,4.5,22.4,13,2.3,,
621,SNPE  ,France,Chemicals (135),12.00,-16.7,640,-7.6,1.9,4.4,6.1,4.8,4,1.8,,
621,Sequana,France,Forestry & paper (173),12.00,0.0,"5,150",20.0,0.2,1.0,2.2,1.7,16,9.7,,
621,"Corporate Express (now part of Staples, USA)",The Netherlands,Support services (279),12.00,-52.0,"6,233",-1.2,0.2,0.7,0.5,3.3,18,-3.4,,
625,CeWe Color,Germany,General retailers (537),11.93,51.8,420,1.6,2.8,6.4,7.4,3.1,3,-6.5,,
626,Glaston,Finland,Industrial machinery (2757),11.85,60.1,270,0.2,4.4,4.2,2.9,-1.9,2,12.5,,
627,Medivir,Sweden,Pharmaceuticals (4577),11.71,217.3,9,-59.1,126.2,9.7,5.2,-111.5,0,3.1,,
628,DekaBank,Germany,Banks (835),11.70,58.1,"1,055",-13.5,1.1,1.3,0.3,-4.7,4,8.6,,
628,Dynaction,France,Chemicals (135),11.70,-6.4,168,-9.1,6.9,7.2,6.7,2.2,1,-2.4,,
628,D'Ieteren,Belgium,General retailers (537),11.70,30.0,"6,147",2.2,0.2,13.3,15.9,1.6,28,9.5,,
631,G4S,UK,Support services (279),11.69,101.9,"6,372",29.0,0.2,2.7,2.9,5.0,562,10.7,,
632,EL EN,Italy,Electronic equipment (2737),11.67,5.0,221,14.5,5.3,5.5,5.2,8.9,1,16.8,,
633,Biocompatibles International,UK,Health care equipment & services (453),11.63,28.1,18,94.2,63.6,3.3,2.1,-20.1,0,37.1,,
634,Alizyme,UK,Biotechnology (4573),11.61,-64.0,2,"19,100.0",604.7,,"1,900.0",-632.8,0,-5.0,,
635,Ebro Puleva,Spain,Food producers (357),11.58,54.0,"2,917",8.6,0.4,3.7,3.1,7.8,7,-4.7,,
636,Lycos Europe,The Netherlands,Internet (9535),11.52,-45.2,21,-72.8,55.2,3.3,1.8,-285.2,1,-28.1,,
637,Cie Automotive,Spain,Automobiles & parts (335),11.51,115.5,"1,455",13.9,0.8,10.1,7.8,6.4,13,59.9,,
638,Trinity Biotech,Ireland,Health care equipment & services (453),11.49,11.6,101,-2.4,11.4,2.8,6.0,-57.9,1,-5.6,,
638,Oriflame Cosmetics,Luxembourg,Personal goods (376),11.49,14.2,"1,329",19.8,0.9,2.7,3.1,13.4,7,11.4,,
640,AGI Therapeutics,Ireland,Pharmaceuticals (4577),11.47,-12.8,0,7.7,"2,731.0",7.1,7.7,"-3,226.2",0,0.0,,
641,SAF-HOLLAND,Luxembourg,Commercial vehicles & trucks (2753),11.38,14.0,799,-1.7,1.4,2.8,2.5,0.4,3,-6.6,,
641,International Power,UK,Electricity (753),11.38,120.1,"3,952",64.3,0.3,6.7,9.9,30.3,4,5.1,,
641,BG,UK,Oil & gas producers (53),11.38,37.4,"12,998",51.6,0.1,17.5,18.7,43.0,5,9.0,,
644,Linos,Germany,Electronic equipment (2737),11.26,15.5,89,-5.0,12.6,,3.7,1.8,1,3.5,,
