eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%,,
862,Global Graphics,France,Software (9537),6.21,-7.5,9,-16.2,66.4,1.3,2.1,-14.3,0,0.8,,
863,Northern Foods,UK,Food producers (357),6.19,-31.2,"1,100",0.2,0.6,3.1,3.1,2.7,9,-4.2,,
863,Brit Insurance Holdings,The Netherlands,Nonlife insurance (853),6.19,-1.8,"1,804",31.4,0.3,0.1,0.2,7.3,1,-6.0,,
865,Archos,France,Leisure goods (374),6.17,-5.4,58,-21.7,10.7,,1.3,-29.7,0,-7.6,,
866,CIE Automotive,Spain,Automobiles & parts (335),6.15,-46.5,"1,149",-21.0,0.5,7.4,10.1,4.4,12,-10.1,,
867,AB Science,France,Biotechnology (4573),6.10,-0.7,0,,"609,900.0","12,400.0",,"-1,056,700.0",0,29.2,,
868,Taminco,Belgium,Chemicals (135),6.08,41.1,587,-15.2,1.0,5.1,4.1,13.5,1,0.0,,
868,Forensic Science Service ,UK,Support services (279),6.08,53.0,142,-8.8,4.3,1.2,3.9,-13.7,2,-5.5,,
868,Imtech,The Netherlands,Support services (279),6.08,35.7,"4,321",12.0,0.1,1.0,1.0,4.9,23,2.0,,
871,Ceres Power,UK,Alternative energy (58),6.03,28.1,1,31.7,562.8,219.4,133.9,-976.3,0,29.3,,
872,Cap Gemini,France,Computer services (9533),6.00,,"8,371",-3.9,0.1,1.7,1.7,4.0,90,4.3,,
872,MVV Energie,Germany,"Gas, water & multiutilities (757)",6.00,-33.3,"3,161",19.9,0.2,6.8,7.2,-0.9,6,-4.4,,
872,Brisa,Portugal,Industrial transportation (277),6.00,15.4,645,1.9,0.9,17.7,41.8,50.5,3,-1.3,,
875,United Biscuits,UK,Food producers (357),5.97,6.0,"1,352",5.2,0.4,3.6,4.1,10.7,8,-2.9,,
876,Allergy Therapeutics,UK,Pharmaceuticals (4577),5.96,-67.5,42,21.7,14.0,3.5,7.3,-16.5,0,3.3,,
877,Intershop Communications,Germany,Software (9537),5.95,78.6,36,9.4,16.7,1.1,0.8,4.9,0,15.9,,
877,Mensch und Maschine Software,Germany,Software (9537),5.95,-21.9,163,-26.8,3.6,0.6,0.4,-1.6,1,33.2,,
879,"Macro 4 (now part of Unicom, USA)",UK,Software (9537),5.91,2.4,33,-4.3,18.1,1.4,1.9,1.8,0,-0.4,,
880,Gamma,The Netherlands,Industrial machinery (2757),5.90,37.2,723,-11.4,0.8,3.1,3.1,-3.8,7,-11.1,,
880,IRIS,Belgium,Software (9537),5.90,1.3,103,-5.9,5.7,0.5,1.9,4.3,0,4.7,,
882,Fugro,The Netherlands,"Oil equipment, services & distribution (57)",5.89,-26.1,"2,053",-4.7,0.3,17.0,7.5,17.7,14,4.7,,
883,Torotrak,UK,Automobiles & parts (335),5.88,-0.8,9,65.6,68.4,6.8,1.1,2.8,0,-1.6,,
883,Anoto,Sweden,Computer hardware (9572),5.88,-27.9,20,13.0,29.3,2.9,3.0,-10.6,0,-11.0,,
885,Sagentia,UK,Support services (279),5.87,-16.3,27,-18.1,21.9,1.0,2.6,-14.9,0,-13.4,,
886,Fagerhult,Sweden,Electrical components & equipment (2733),5.86,7.0,238,-12.1,2.5,3.9,4.0,4.3,2,-4.9,,
887,Haulotte,France,Commercial vehicles & trucks (2753),5.85,0.6,202,-55.2,2.9,13.2,9.2,-31.4,2,-15.1,,
887,Allen & Overy,UK,Support services (279),5.85,36.8,"1,227",7.4,0.5,3.0,3.6,39.6,5,2.8,,
887,Inspired Gaming,UK,Travel & leisure (575),5.85,-24.9,98,-32.9,6.0,15.0,28.6,9.7,1,-43.4,,
890,Arseus,Belgium,Health care equipment & services (453),5.81,3.7,391,10.4,1.5,2.1,2.6,7.6,2,2.7,,
891,Osterreichische Bundesbahnen,Austria,Travel & leisure (575),5.80,3.6,"3,798",-5.4,0.2,65.0,57.6,-25.9,46,6.7,,
892,Opcon,Sweden,Industrial machinery (2757),5.78,64.4,67,61.0,8.6,4.3,3.9,4.4,0,3.1,,
893,Elica,Italy,Household goods & home construction (372),5.77,-2.8,335,-13.1,1.7,3.4,3.5,0.1,2,-3.9,,
894,AGI Therapeutics,Ireland,Pharmaceuticals (4577),5.76,-48.1,0,-44.5,"2,584.8",0.0,7.2,"-3,385.2",0,-22.2,,
895,Hogg Robinson,UK,Support services (279),5.74,54.6,368,-7.0,1.6,1.4,1.6,8.7,5,-14.7,,
896,Netia,Poland,Fixed line telecommunications (653),5.73,-41.3,367,35.4,1.6,14.7,18.5,0.4,0,,,
896,White Young Green (now WYG),UK,Support services (279),5.73,-1.9,294,-7.3,1.9,2.6,3.7,-47.3,3,-8.2,,
898,Silence Therapeutics,UK,Biotechnology (4573),5.71,-24.4,2,-22.0,294.5,2.2,6.2,-438.5,0,-15.7,,
899,DekaBank Deutsche Girozentrale,Germany,Banks (835),5.70,-51.3,"1,679",59.2,0.3,0.1,1.3,29.7,4,-0.2,,
899,Globo,UK,Software (9537),5.70,21.8,23,31.0,24.2,3.2,6.8,17.7,0,-14.1,,
901,Innovia Films ,UK,Chemicals (135),5.68,-9.5,373,2.4,1.5,3.5,3.5,5.6,1,1.2,,
901,Martin Dawes Systems ,UK,Computer services (9533),5.68,31.6,31,32.4,18.1,2.9,11.2,4.1,0,16.1,,
903,Skanska,Sweden,Construction & materials (235),5.66,-17.1,"13,354",-4.8,0.0,0.9,1.5,3.8,53,-8.4,,
903,Cerep,France,Pharmaceuticals (4577),5.66,-16.5,26,-18.3,21.4,2.4,4.0,-7.0,0,-7.9,,
905,Norbrook Laboratories ,UK,Pharmaceuticals (4577),5.63,5.6,125,7.7,4.5,4.7,18.9,4.4,1,7.4,,
906,Bond International Software,UK,Software (9537),5.62,7.8,37,1.8,15.3,1.7,1.9,1.0,0,6.6,,
907,Randox Laboratories ,UK,Biotechnology (4573),5.61,-10.0,60,13.7,9.4,5.4,2.8,16.5,1,0.3,,
907,Lombard Medical Technologies,UK,Health care equipment & services (453),5.61,-33.8,3,20.8,211.2,0.8,10.8,-343.0,0,-37.3,,
909,Raisio,Finland,Food producers (357),5.60,-3.4,409,-18.9,1.4,2.3,2.8,5.7,1,-40.2,,
910,Telegraaf Media,The Netherlands,Media (555),5.58,-24.7,619,-14.2,0.9,0.6,1.1,8.9,3,-9.5,,
911,Gas Turbine Efficiency,UK,Industrial machinery (2757),5.56,14.5,26,5.6,21.5,8.7,3.5,-14.2,0,48.8,,
912,Ubiquisys ,UK,Telecommunications equipment (9578),5.55,-19.1,4,303.5,138.7,6.7,38.1,-268.5,0,8.0,,
913,USU Software,Germany,Software (9537),5.53,5.6,34,0.2,16.2,1.0,0.8,1.3,0,5.2,,
914,Clarity Commerce Solutions,UK,Software (9537),5.52,37.7,21,2.8,25.7,0.6,0.3,7.8,0,-19.9,,
914,Camelot (now Camelot UK Lotteries),UK,Travel & leisure (575),5.52,81.5,"5,100",3.7,0.1,2.3,0.3,1.3,1,-3.8,,
916,PKC,Finland,Electronic equipment (2737),5.50,-5.2,202,-35.3,2.7,1.5,3.2,0.2,4,-19.9,,
916,RCS MediaGroup,Italy,Media (555),5.50,12.2,"2,206",-17.7,0.2,0.9,3.0,-4.6,6,-7.6,,
918,METabolic EXplorer,France,Chemicals (135),5.48,62.5,2,-53.4,365.5,456.1,45.3,-287.4,0,10.6,,
918,Microgen,UK,Computer services (9533),5.48,-13.0,39,3.9,14.2,1.6,2.4,10.4,0,-21.9,,
920,ATOSS Software,Germany,Software (9537),5.47,9.7,29,8.0,18.8,1.8,1.4,19.0,0,6.1,,
921,RaySearch Laboratories,Sweden,Health care equipment & services (453),5.46,16.3,8,33.5,66.8,1.3,0.8,48.8,0,4.0,,
922,Aerocrine,Sweden,Health care equipment & services (453),5.42,-11.0,10,20.0,56.2,1.8,6.3,-85.0,0,-23.6,,
923,Pescanova,Spain,Food producers (357),5.40,10.2,"1,473",9.7,0.4,8.3,20.1,5.9,10,,,
924,Hamburger Hafen Und Logistik,Germany,Industrial transportation (277),5.34,-47.9,991,-25.3,0.5,15.1,16.6,16.4,5,-0.4,,
925,Hochtief,Germany,Construction & materials (235),5.30,1.8,"18,166",-4.9,0.0,4.5,3.3,3.6,66,2.6,,
925,Ige+Xao,France,Software (9537),5.30,0.0,22,0.3,23.8,0.8,1.2,15.5,0,2.4,,
927,Invision Software,Germany,Software (9537),5.29,-0.9,12,0.4,44.2,0.8,2.8,-58.4,0,-0.9,,
928,Greencore,Ireland,Food producers (357),5.28,-21.6,"1,104",-15.6,0.5,2.6,3.6,3.9,8,-5.2,,
929,Basler,Germany,Electrical components & equipment (2733),5.27,-34.1,34,-40.4,15.7,1.9,1.5,-22.4,0,-10.1,,
930,TUV SUD,Germany,General retailers (537),5.23,26.0,"1,427",4.5,0.4,2.7,2.9,8.2,14,6.0,,
930,DADA,Italy,Internet (9535),5.23,7.2,155,-8.9,3.4,2.5,2.3,2.6,1,5.3,,
932,Dialight,UK,Electrical components & equipment (2733),5.22,49.4,87,-0.7,6.0,1.9,2.3,7.1,1,-22.9,,
933,STRATEC Biomedical Systems,Germany,Health care equipment & services (453),5.19,-14.0,80,30.5,6.5,4.7,2.3,18.1,0,25.0,,
934,BSS,UK,Support services (279),5.18,-37.8,"1,522",0.9,0.3,0.4,0.6,3.7,5,-3.4,,
935,AF,Sweden,Support services (279),5.17,,457,,1.1,1.4,,8.1,4,,,
936,Sava,Slovenia,Chemicals (135),5.15,32.5,173,-25.4,3.0,3.6,8.6,-7.0,3,-8.7,,
936,Emak,Italy,Household goods & home construction (372),5.15,10.1,195,-19.9,2.6,4.1,5.8,7.1,1,-13.4,,
938,Twintec ,Germany,Automobiles & parts (335),5.11,1.7,46,39.0,11.1,1.4,2.6,3.8,0,2.6,,
939,Deutsche Steinzeug,Germany,Construction & materials (235),5.10,-13.6,192,-17.4,2.7,2.8,1.9,-2.3,2,-4.7,,
940,Betsson,Sweden,Travel & leisure (575),5.07,18.0,127,25.2,4.0,0.2,1.0,24.4,0,46.8,,
941,Kabel Deutschland,Germany,Media (555),5.06,30.8,"1,502",9.6,0.3,16.5,21.0,13.2,3,-5.7,,
942,Solar Millennium,Germany,Alternative energy (58),5.04,"11,356.8",201,528.3,2.5,1.8,4.7,18.6,0,58.8,,
943,Nordzucker,Germany,Food producers (357),5.03,561.1,"1,806",51.5,0.3,3.0,5.4,3.6,4,52.8,,
944,Deutsche Postbank,Germany,Banks (835),5.00,,"3,144",,0.2,1.4,,-12.7,21,,,
944,Strabag,Austria,Construction & materials (235),5.00,0.0,"12,552",2.7,0.0,4.0,5.7,2.1,76,3.5,,
944,Larox,Finland,Industrial machinery (2757),5.00,-31.1,150,-27.8,3.3,2.2,0.6,-1.4,1,3.9,,
944,Havenbedrijf Rotterdam ,The Netherlands,Industrial transportation (277),5.00,0.0,507,-0.2,1.0,69.5,37.6,43.3,1,2.3,,
948,Lindab International,Sweden,Construction & materials (235),4.98,-17.7,685,-28.7,0.7,6.7,2.9,3.6,5,-14.9,,
949,LPKF Laser & Electronics,Germany,Electronic equipment (2737),4.95,-2.0,51,11.7,9.8,3.2,3.7,11.9,0,1.4,,
949,Nipson Digital Printing Systems,UK,Media (555),4.95,21.8,31,-0.1,16.1,0.2,0.7,-49.3,0,-3.7,,
949,Epsilon Net,Greece,Software (9537),4.95,0.1,9,6.7,52.6,6.7,20.5,22.4,0,-9.8,,
952,Vistaprint ,The Netherlands,Support services (279),4.93,-19.8,360,-10.3,1.4,14.8,15.7,11.8,2,,,
953,Wurth,Germany,General industrials (272),4.90,-54.2,"7,522",-14.7,0.1,3.1,4.7,3.5,59,-9.6,,
953,Veikkaus,Finland,Travel & leisure (575),4.90,-2.0,"1,485",5.6,0.3,0.5,0.5,31.3,0,0.3,,
955,Systemair,Sweden,Industrial machinery (2757),4.88,0.0,325,7.8,1.5,3.3,3.0,10.6,2,7.8,,
955,Stena,Sweden,Travel & leisure (575),4.88,56.2,"2,727",5.8,0.2,29.9,38.7,13.8,10,5.1,,
957,MLS Multimedia,Greece,Software (9537),4.87,25.4,15,19.0,32.9,1.1,4.3,18.5,0,60.0,,
958,Ambu,Denmark,Health care equipment & services (453),4.84,40.5,118,11.8,4.1,3.7,4.6,8.7,2,15.1,,
958,Sioen Industries,Belgium,Personal goods (376),4.84,-12.8,264,-24.3,1.8,3.3,6.7,-2.4,4,-9.4,,
960,Anglo Design ,UK,Electronic equipment (2737),4.81,-12.3,69,-17.5,6.9,2.1,1.4,-4.9,1,-4.7,,
961,Ercros,Spain,Chemicals (135),4.80,-14.6,570,-34.2,0.8,6.8,4.6,-9.1,2,-6.9,,
961,Evialis (now part of InVivo) !,France,Food producers (357),4.80,6.7,"1,027",35.3,0.5,1.8,2.4,0.9,5,38.9,,
963,CENIT AG Systemhaus,Germany,Computer services (9533),4.76,30.5,86,3.8,5.5,1.0,1.2,4.3,1,0.1,,
963,Telesoft Technologies ,UK,Telecommunications equipment (9578),4.76,8.9,15,-10.9,31.9,6.8,5.1,7.7,0,16.0,,
965,Ponsse,Finland,Commercial vehicles & trucks (2753),4.75,-35.7,147,-49.9,3.2,1.9,4.0,-11.0,1,-17.8,,
965,Dechra Pharmaceuticals,UK,Pharmaceuticals (4577),4.75,12.8,394,15.0,1.2,0.3,0.3,5.0,1,13.8,,
967,MolMed,Italy,Biotechnology (4573),4.73,5.7,2,-0.9,196.2,24.8,39.8,-833.2,0,6.0,,
967,Scottish and Southern Energy,UK,Electricity (753),4.73,-4.5,"24,255",-15.2,0.0,4.6,5.1,8.7,19,6.1,,
967,Aegis,UK,Media (555),4.73,110.0,"1,515",0.3,0.3,1.2,2.2,8.5,16,0.1,,
970,Thiakis ,UK,Pharmaceuticals (4577),4.71,40.9,0,-57.1,"4,759.6",2.0,5.2,"-6,512.1",0,0.0,,
971,Epigenomics,Germany,Biotechnology (4573),4.70,-31.8,4,64.7,110.4,5.0,6.4,-242.8,0,-14.4,,
971,Nordkalk ,Finland,Chemicals (135),4.70,-6.0,277,-19.6,1.7,,9.0,9.8,1,-11.7,,
971,Uzin Utz,Germany,Construction & materials (235),4.70,2.2,172,-2.9,2.7,1.6,2.7,7.7,1,6.6,,
974,Itesoft,France,Software (9537),4.67,26.5,20,4.5,23.0,0.5,1.2,0.5,0,13.8,,
974,PartyGaming,UK,Travel & leisure (575),4.67,139.4,310,-6.0,1.5,1.3,1.8,-5.0,1,3.0,,
976,Deceuninck,Belgium,Construction & materials (235),4.66,32.6,506,-19.6,0.9,2.9,5.5,-2.5,3,0.1,,
977,Systar,France,Software (9537),4.64,7.5,18,-8.5,25.9,0.4,1.1,-2.1,0,-2.2,,
978,Scapa,UK,Chemicals (135),4.62,2.5,199,1.6,2.3,1.2,5.3,-0.9,1,-4.8,,
978,Recipharm,Sweden,Pharmaceuticals (4577),4.62,14.3,185,32.9,2.5,6.8,2.9,3.2,1,16.0,,
980,Diamyd Medical,Sweden,Pharmaceuticals (4577),4.61,13.2,0,-44.3,"4,267.6",9.3,4.1,"-7,625.9",0,27.3,,
981,Jensen,Belgium,Industrial machinery (2757),4.60,-9.8,175,-21.5,2.6,0.9,2.4,6.2,1,-10.6,,
982,Bulgarian Telecommunication,Bulgaria,Fixed line telecommunications (653),4.59,,501,-5.0,0.9,9.5,14.3,7.7,0,,,
982,Investment AB Kinnevik,Sweden,Other financials (877),4.59,-19.0,820,8.8,0.6,7.8,2.9,196.7,2,-2.5,,
984,Hamworthy,UK,Industrial machinery (2757),4.58,39.6,241,-15.2,1.9,1.2,0.5,9.1,1,-6.6,,
985,Bene,Austria,Household goods & home construction (372),4.54,-23.8,179,-32.4,2.5,5.5,6.1,-8.0,1,-6.6,,
985,Sinosoft Technology,UK,Software (9537),4.54,70.6,10,20.2,44.9,0.4,3.5,17.7,0,13.7,,
987,Mologen,Germany,Biotechnology (4573),4.50,2.3,0,-74.8,"8,490.6",160.4,9.5,"-12,550.9",0,11.1,,
987,Balfour Beatty,UK,Construction & materials (235),4.50,0.0,"10,078",8.4,0.0,0.8,1.1,3.3,42,7.0,,
987,FFEI ,UK,Electronic equipment (2737),4.50,30.5,22,12.1,20.7,8.0,4.2,17.4,0,2.0,,
987,Nicolas Correa ,Spain,Industrial machinery (2757),4.50,18.4,48,-58.2,9.3,3.4,,-11.1,0,,,
987,SHL ,UK,Support services (279),4.50,-13.6,98,4.1,4.6,8.2,6.5,-0.8,1,11.5,,
987,Studsvik,Sweden,Support services (279),4.50,2.9,119,-5.4,3.8,6.6,7.4,-3.0,1,0.2,,
993,Victrex,UK,Chemicals (135),4.48,9.8,117,-26.4,3.8,7.1,17.1,24.2,1,0.6,,
993,Niscayah,Sweden,Support services (279),4.48,50.5,744,-4.8,0.6,1.2,1.8,6.5,6,-11.0,,
995,Bulgari,Italy,General retailers (537),4.43,-5.2,927,-13.8,0.5,5.9,5.6,-2.1,4,1.6,,
996,Merrion Pharmaceuticals,Ireland,Pharmaceuticals (4577),4.41,13.1,6,372.8,69.6,74.4,27.5,-28.7,0,52.2,,
997,CNP Assurances,France,Life insurance (857),4.40,-13.7,"48,078",82.9,0.0,,,3.3,5,37.9,,
998,Germany 1 Acquisition (now 3w Power),Luxembourg,Alternative energy (58),4.39,,110,,4.0,0.8,,-16.5,1,,,
998,Medasys,France,Software (9537),4.39,29.3,22,52.6,19.5,0.8,1.4,7.7,0,60.0,,
1000,Bioxell (now part of Cosmo Pharmaceuticals) ,Italy,Biotechnology (4573),4.37,-56.3,0,,,,,,0,,,
