eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%,,
210,E.ON,Germany,"Gas, water & multiutilities (757)",81.00,-20.6,"81,909",-5.8,0.1,10.4,10.4,10.4,94,0.1,,
211,Pace,UK,Telecommunications equipment (9578),80.71,20.4,"1,276",52.0,6.3,1.1,0.9,6.1,1,38.8,,
212,Salzgitter,Germany,Industrial metals & mining (175),80.66,-15.6,"7,818",-37.5,1.0,8.5,5.1,-5.4,24,-0.4,,
213,Eberspaecher ,Germany,Automobiles & parts (335),79.20,-4.1,"1,342",-40.1,5.9,2.5,1.9,-3.5,5,-5.7,,
214,KPN,The Netherlands,Fixed line telecommunications (653),79.00,5.3,"13,451",-6.8,0.6,10.7,10.5,20.8,35,-12.9,,
215,CGGVeritas,France,"Oil equipment, services & distribution (57)",76.40,32.9,"2,233",-14.2,3.4,7.7,5.5,-7.2,8,-15.4,,
216,Stora Enso,Finland,Forestry & paper (173),76.30,-4.9,"8,945",-22.6,0.9,4.6,6.1,-7.1,29,-17.5,,
217,KBC,Belgium,Banks (835),76.00,-29.0,"5,310",10.0,1.4,10.4,19.8,-52.4,57,-3.7,,
217,Rhodia,France,Chemicals (135),76.00,-7.3,"4,031",-18.9,1.9,3.4,4.9,3.0,14,-3.7,,
219,Schott,Germany,Construction & materials (235),75.48,5.6,"2,270",1.7,3.3,9.5,13.0,-5.3,18,3.5,,
220,Qiagen ,The Netherlands,Biotechnology (4573),75.20,10.9,704,13.1,10.7,5.2,4.4,18.1,3,14.9,,
221,SCA,Sweden,Forestry & paper (173),75.07,19.8,"10,821",0.4,0.7,6.3,7.7,7.3,50,-4.7,,
222,Repsol YPF,Spain,Oil & gas producers (53),75.00,-9.6,"45,883",-20.5,0.2,9.3,8.2,6.9,40,6.5,,
223,Meggitt,UK,Aerospace & defence (271),74.28,11.1,"1,295",-1.0,5.7,1.5,3.1,20.2,8,-8.1,,
224,Burelle,France,Automobiles & parts (335),73.60,-34.4,"2,464",-10.2,3.0,2.8,3.5,2.6,12,-5.1,,
225,Serco,UK,Support services (279),72.48,1.3,"4,468",27.1,1.6,1.3,1.3,5.4,58,35.2,,
226,William Demant,Denmark,Health care equipment & services (453),72.17,7.8,766,6.1,9.4,3.0,2.9,20.2,6,5.4,,
227,ALTANA,Germany,Chemicals (135),71.57,-0.7,"1,182",-11.9,6.1,4.1,7.3,4.0,5,-0.5,,
228,Lloyds Banking,UK,Banks (835),70.91,-21.2,"50,982",545.9,0.1,7.5,14.2,2.3,132,98.6,,
228,British Sky Broadcasting,UK,Media (555),70.91,18.9,"6,032",8.2,1.2,4.7,4.1,12.0,15,5.5,,
230,IMMSI,Italy,Automobiles & parts (335),70.00,-5.7,"1,614",-7.0,4.3,2.6,3.0,4.5,8,-2.2,,
231,Bang & Olufsen,Denmark,Leisure goods (374),69.83,-1.9,375,-31.8,18.6,4.0,4.7,-17.7,2,-9.4,,
232,Eidos (now part of Square Enix of Europe) !,UK,Leisure goods (374),69.78,-14.1,119,-20.8,58.6,1.6,3.7,-110.2,1,-8.6,,
233,Fagor Electrodomesticos,Spain,Household goods & home construction (372),69.53,24.2,"1,412",-11.9,4.9,2.9,2.9,0.9,8,-14.8,,
234,Recordati,Italy,Pharmaceuticals (4577),69.45,18.0,748,8.4,9.3,1.2,2.0,21.2,3,5.4,,
235,Husqvarna,Sweden,Industrial machinery (2757),67.84,20.7,"3,326",5.4,2.0,2.0,2.8,4.6,15,-4.4,,
236,Wendel,France,Other financials (877),66.70,3.4,"4,964",-12.7,1.3,2.6,6.0,-24.0,51,-4.0,,
237,LFB ,France,Pharmaceuticals (4577),66.57,,352,,18.9,11.1,,5.1,2,,,
238,Intercell,Austria,Biotechnology (4573),66.29,44.3,62,10.6,107.5,17.4,69.7,-52.7,0,23.6,,
239,Leoni,Germany,Electrical components & equipment (2733),66.14,-24.0,"2,160",-25.8,3.1,3.5,5.0,-5.6,47,-10.4,,
240,Sorin,Italy,Health care equipment & services (453),65.63,5.6,690,-8.9,9.5,3.3,3.1,6.2,4,-12.8,,
241,GEA,Germany,Industrial machinery (2757),65.59,11.0,"4,411",-18.1,1.5,2.7,2.9,5.8,21,0.6,,
242,Spectris,UK,Electrical components & equipment (2733),65.50,2.1,886,0.0,7.4,1.5,2.6,8.7,6,0.8,,
243,Suez Environnement,France,Support services (279),65.00,33.2,"12,296",-0.5,0.5,6.3,7.8,6.7,66,0.8,,
244,Marks & Spencer,UK,General retailers (537),64.04,-52.1,"10,733",5.2,0.6,3.3,5.9,8.8,76,-2.1,,
245,Nexans,France,Electrical components & equipment (2733),64.00,1.6,"5,045",-25.8,1.3,2.9,2.8,2.7,23,-3.3,,
246,Biovitrum (now Swedish Orphan Biovitrum),Sweden,Biotechnology (4573),63.95,48.7,127,13.7,50.5,7.4,2.1,1.1,0,-10.7,,
247,Bekaert,Belgium,Industrial metals & mining (175),63.43,-7.4,"2,437",-8.5,2.6,6.8,9.0,10.9,18,6.7,,
248,Alfa Laval,Sweden,Industrial machinery (2757),63.25,-0.9,"2,542",-6.5,2.5,2.1,2.7,15.5,12,-0.4,,
249,ASM International ,The Netherlands,Semiconductors (9576),62.81,-16.3,591,-21.0,10.6,2.2,4.2,-4.4,11,-6.5,,
250,Heraeus,Germany,Industrial metals & mining (175),62.80,35.6,"16,220",1.9,0.4,,,1.1,12,-2.0,,
251,Lottomatica,Italy,Travel & leisure (575),62.40,-0.2,"2,177",5.7,2.9,12.6,11.1,16.7,8,5.9,,
252,Gameloft,France,Software (9537),62.31,-11.8,122,10.5,51.1,1.9,2.5,3.4,4,3.5,,
253,Kone,Finland,Industrial machinery (2757),62.00,6.3,"4,744",3.1,1.3,0.7,1.5,12.1,34,1.0,,
254,Barco,Belgium,Electronic equipment (2737),61.19,-21.5,639,-18.0,9.6,0.6,1.1,-11.5,3,-9.2,,
255,Arques Industries,Germany,Other financials (877),60.71,70.9,"3,492",-36.6,1.7,0.7,1.3,-4.5,9,-23.4,,
256,GN Store Nord,Denmark,Telecommunications equipment (9578),60.34,-15.4,636,-15.9,9.5,1.1,2.4,-0.5,4,-9.0,,
257,BIAL ,Portugal,Pharmaceuticals (4577),59.75,72.5,146,0.0,40.8,1.5,2.2,13.0,1,-0.2,,
258,Groupe SEB,France,Household goods & home construction (372),59.00,19.9,"3,176",-1.7,1.9,2.9,3.0,7.6,20,9.2,,
259,Stada Arzneimittel,Germany,Pharmaceuticals (4577),58.65,-4.1,"1,569",-4.7,3.7,3.2,4.4,12.2,8,-3.1,,
260,Technip,France,"Oil equipment, services & distribution (57)",58.50,30.3,"6,456",-13.7,0.9,6.4,5.2,6.7,23,0.9,,
261,PUMA,Germany,Personal goods (376),58.10,5.4,"2,461",-2.5,2.4,2.2,3.9,7.8,10,2.6,,
262,Caixa Geral de Depositos,Portugal,Banks (835),58.02,0.4,"2,891",-18.8,2.0,6.0,3.7,13.0,21,5.2,,
263,BBC,UK,Media (555),56.39,4.8,"5,056",4.2,1.1,2.8,3.4,-1.6,23,-0.1,,
264,Sick,Germany,Electronic equipment (2737),56.31,-21.9,597,-19.1,9.4,1.9,4.0,1.6,5,-0.7,,
265,Akka Technologies,France,Support services (279),56.22,114.9,333,-12.8,16.9,,0.9,5.0,5,-1.8,,
266,LCH Clearnet,UK,Other financials (877),56.00,225.9,573,14.6,9.8,0.9,1.9,51.2,1,16.4,,
267,Dyson James ,UK,Household goods & home construction (372),55.30,-6.1,707,2.8,7.8,4.6,7.5,14.3,2,11.7,,
268,ICAP,UK,Other financials (877),55.15,75.0,"1,833",1.7,3.0,1.1,2.2,12.0,5,6.4,,
269,FrieslandCampina,The Netherlands,Food producers (357),55.00,7.8,"8,160",-13.7,0.7,2.6,2.4,3.3,20,-2.6,,
270,Tomkins,UK,General industrials (272),54.78,-15.2,"2,913",-24.2,1.9,2.8,3.3,0.5,27,-17.4,,
271,McLaren ,UK,Travel & leisure (575),54.66,220.0,298,9.3,18.3,2.2,4.5,-8.5,2,10.3,,
272,Crucell,The Netherlands,Biotechnology (4573),54.60,4.9,338,26.6,16.1,15.1,5.9,10.1,1,4.0,,
273,Zeltia,Spain,Pharmaceuticals (4577),54.14,-6.8,123,17.2,43.9,3.6,6.8,-24.1,1,3.8,,
274,Sopra,France,Computer services (9533),53.60,7.0,"1,095",-3.0,4.9,1.0,1.1,5.7,13,4.4,,
275,Warner Chilcott ,Ireland,Pharmaceuticals (4577),53.48,53.6,"1,001",53.1,5.3,3.1,2.2,20.2,3,142.2,,
276,SMA Solar Technology,Germany,Alternative energy (58),53.47,61.5,934,37.1,5.7,7.5,10.3,24.4,3,35.8,,
277,Fincantieri,Italy,Commercial vehicles & trucks (2753),53.46,12.5,"2,806",9.1,1.9,3.6,4.1,1.3,9,0.3,,
277,Spirent Communications,UK,Telecommunications equipment (9578),53.46,4.9,306,5.5,17.5,2.4,2.9,20.4,1,-6.3,,
279,Tieto,Finland,Computer services (9533),53.10,-8.3,"1,706",-8.5,3.1,3.2,4.0,3.9,17,1.0,,
280,Belgacom,Belgium,Fixed line telecommunications (653),53.00,29.3,"5,922",0.2,0.9,7.5,8.7,21.2,17,-3.4,,
281,Kontron,Germany,Computer hardware (9572),50.56,7.1,469,-5.6,10.8,1.2,0.7,6.4,2,-2.8,,
282,Amer Sports,Finland,Leisure goods (374),50.40,-6.7,"1,533",-2.7,3.3,1.8,2.3,2.8,6,1.2,,
283,HeidelbergCement,Germany,Construction & materials (235),50.10,-4.8,"11,117",-22.7,0.5,7.2,7.4,6.2,57,-9.8,,
284,Industria de Turbo Propulsores ,Spain,Aerospace & defence (271),50.00,-31.0,483,8.2,10.3,,,8.1,3,11.3,,
285,Trelleborg,Sweden,General industrials (272),49.49,4.3,"2,641",-13.4,1.9,2.8,4.4,2.8,20,-17.6,,
286,Andritz,Austria,Industrial machinery (2757),49.25,-3.9,"3,198",-11.4,1.5,2.1,1.8,4.6,13,-4.8,,
287,Infogrames Entertainment (now Atari),France,Software (9537),49.20,-0.2,296,1.8,16.6,0.3,1.2,-67.8,1,22.3,,
288,Coloplast,Denmark,Health care equipment & services (453),48.78,-6.0,"1,185",4.2,4.1,5.5,8.5,15.8,7,-1.0,,
289,Zumtobel,Austria,Electronic equipment (2737),48.66,11.5,"1,117",-4.8,4.4,3.0,5.4,-4.3,7,-7.5,,
290,Biotest,Germany,Pharmaceuticals (4577),48.46,12.0,483,14.2,10.0,8.0,7.5,11.9,2,12.2,,
291,Elekta,Sweden,Health care equipment & services (453),48.42,25.6,653,31.6,7.4,1.2,1.1,12.4,2,15.8,,
292,Robin Hood,Malta,Pharmaceuticals (4577),48.34,6.1,458,40.5,10.6,1.9,2.9,25.3,1,12.1,,
293,Sud-Chemie,Germany,Chemicals (135),48.20,2.1,"1,072",-10.0,4.5,5.6,9.1,8.8,6,5.0,,
294,Laird,UK,Electrical components & equipment (2733),48.17,9.7,595,-16.8,8.1,3.4,4.7,1.6,12,-2.7,,
295,Telekom Austria,Austria,Fixed line telecommunications (653),48.11,5.5,"4,802",-7.1,1.0,10.9,11.8,7.0,17,-4.6,,
296,UPM-Kymmene,Finland,Forestry & paper (173),48.00,-2.0,"7,719",-18.4,0.6,2.5,5.0,4.4,24,-9.2,,
297,Neopost,France,Electronic office equipment (9574),47.80,0.2,913,-0.5,5.2,4.7,5.1,25.7,6,2.6,,
298,Cognis,Germany,Chemicals (135),47.00,-16.1,"2,584",-34.2,1.8,2.7,2.3,7.5,6,-4.9,,
299,Koenig & Bauer,Germany,Industrial machinery (2757),46.70,-13.8,"1,050",-31.4,4.4,2.8,3.5,0.1,7,-9.0,,
300,LEGO,Denmark,Leisure goods (374),45.83,5.9,"1,567",22.4,2.9,8.9,3.9,24.9,7,31.0,,
301,Unit 4 Agresso,The Netherlands,Software (9537),45.01,-6.1,383,-4.2,11.7,1.0,1.6,8.5,4,1.8,,
302,WestLB,Germany,Banks (835),45.00,25.0,"2,051",29.4,2.2,0.7,1.6,-24.1,5,-12.2,,
302,Christian Dior,France,Personal goods (376),45.00,4.7,"17,745",-1.0,0.3,4.1,5.5,17.8,73,0.7,,
304,NicOx,France,Pharmaceuticals (4577),44.90,-36.9,1,-66.7,"4,012.1",17.7,42.5,"-5,539.3",0,-3.8,,
305,RBC Dexia Investor Services,UK,Other financials (877),44.75,0.7,670,-22.0,6.7,4.3,1.3,10.8,5,2.3,,
306,Gildemeister,Germany,Industrial machinery (2757),44.35,-8.7,"1,181",-38.0,3.8,1.6,2.2,2.7,6,-4.2,,
307,IMI,UK,Industrial machinery (2757),44.01,2.4,"2,017",-5.7,2.2,2.1,2.6,11.2,14,-11.0,,
308,Kemira,Finland,Chemicals (135),43.90,-33.9,"2,500",-11.7,1.8,3.0,4.5,6.0,9,-11.2,,
309,Tenaris,Luxembourg,"Oil equipment, services & distribution (57)",43.70,-18.9,"5,693",-33.2,0.8,5.4,3.4,22.9,23,-5.4,,
310,Prysmian,Italy,Electrical components & equipment (2733),43.00,-4.4,"3,731",-27.5,1.2,2.4,2.0,10.4,12,-5.4,,
311,Sartorius,Germany,Electronic equipment (2737),42.92,-9.8,602,-1.6,7.1,2.6,4.0,3.5,5,-2.2,,
312,Hugo Boss,Germany,Personal goods (376),42.59,-10.3,"1,562",-7.4,2.7,2.3,5.9,10.1,9,-4.4,,
313,FLSmidth,Denmark,Construction & materials (235),42.33,17.5,"3,111",-8.6,1.4,0.9,2.5,9.5,11,-7.3,,
314,Gamesa,Spain,Industrial machinery (2757),41.86,30.6,"3,187",-22.1,1.3,2.5,2.9,5.5,7,-5.5,,
315,Simcorp,Denmark,Software (9537),41.78,0.8,180,3.2,23.2,0.7,5.3,22.5,1,10.1,,
316,Bank of Ireland,Ireland,Banks (835),41.33,-26.2,"6,748",97.3,0.6,0.2,2.2,-35.8,15,-7.0,,
317,ADVA,Germany,Telecommunications equipment (9578),41.32,0.9,233,7.0,17.7,2.5,1.9,1.0,1,2.6,,
318,Northgate Information Solutions,UK,Computer services (9533),41.30,,727,,5.7,2.3,,2.5,8,,,
319,Vectura,UK,Pharmaceuticals (4577),40.97,12.7,45,28.5,90.8,2.7,5.4,-38.2,0,12.2,,
320,NeuroSearch,Denmark,Biotechnology (4573),40.65,14.8,11,26.7,357.7,23.4,75.3,-436.2,0,-2.9,,
321,Somfy,France,Electrical components & equipment (2733),40.33,9.4,761,1.5,5.3,3.2,5.4,13.6,5,-0.9,,
322,ALK-Abello,Denmark,Pharmaceuticals (4577),40.32,4.9,260,8.5,15.5,10.2,20.4,9.0,2,4.1,,
323,Antisoma,UK,Biotechnology (4573),40.25,99.0,28,-36.2,141.8,0.9,0.3,-97.7,0,23.9,,
324,ACS,Spain,Construction & materials (235),40.04,-29.9,"17,443",-24.5,0.2,8.8,6.8,9.2,142,2.3,,
325,Norddeutsche Landesbank Girozentrale,Germany,Banks (835),40.00,122.2,"2,136",56.3,1.9,2.4,1.4,-4.3,6,1.6,,
326,Imagination Technologies,UK,Semiconductors (9576),39.81,13.7,91,26.3,43.7,1.5,2.3,12.5,1,15.5,,
327,Pearson,UK,Media (555),39.39,20.7,"6,330",16.7,0.6,1.2,1.6,13.4,37,10.3,,
328,Wustenrot & Wurttembergische,Germany,Nonlife insurance (853),39.28,10.5,"5,187",30.6,0.8,0.8,0.5,5.6,8,-1.3,,
329,Egis Pharmaceuticals,Hungary,Pharmaceuticals (4577),39.17,11.3,427,5.6,9.2,11.1,12.0,12.7,3,13.8,,
330,Swedish Road Administration ,Sweden,Industrial transportation (277),39.10,23.9,"1,238",-28.8,3.2,121.5,96.7,-22.5,3,-55.7,,
331,Cookson,UK,General industrials (272),39.06,13.0,"2,207",-11.0,1.8,1.8,3.3,1.3,15,-12.9,,
332,Cargotec,Finland,Industrial machinery (2757),39.00,-17.5,"2,581",-24.1,1.5,3.6,3.1,0.0,11,-8.4,,
332,Eramet,France,Industrial metals & mining (175),39.00,-32.8,"2,689",-38.1,1.5,9.1,8.9,-9.9,14,-1.6,,
334,NKT,Denmark,Electrical components & equipment (2733),38.95,0.1,"1,571",-15.5,2.5,8.0,5.5,3.4,8,-7.8,,
335,JCB Service ,UK,Commercial vehicles & trucks (2753),38.94,15.7,"2,264",-5.7,1.7,4.9,3.1,2.3,8,13.8,,
336,Ultra Electronics,UK,Aerospace & defence (271),38.85,4.3,733,26.3,5.3,1.5,2.8,10.9,4,10.6,,
337,Jungheinrich,Germany,Commercial vehicles & trucks (2753),38.73,-0.8,"1,677",-21.8,2.3,9.7,13.9,-4.2,10,-0.8,,
338,SGL Carbon,Germany,Chemicals (135),38.20,5.5,"1,226",-23.9,3.1,12.2,14.7,2.3,6,-0.5,,
339,Sophos,UK,Software (9537),38.04,35.8,141,49.0,27.0,1.4,2.4,-17.9,1,23.1,,
340,Avio,Italy,Aerospace & defence (271),37.98,-27.9,"1,702",2.9,2.2,2.9,2.8,8.3,5,1.3,,
341,Novomatic,Austria,Travel & leisure (575),37.21,34.4,"1,229",-4.1,3.0,25.1,31.7,12.3,10,16.5,,
342,Neste Oil Corportaion,Finland,Oil & gas producers (53),37.00,0.0,"9,636",-35.9,0.4,8.4,3.2,3.3,5,2.2,,
343,ElringKlinger,Germany,Automobiles & parts (335),36.88,-2.7,579,-11.9,6.4,15.5,20.6,10.5,4,-1.4,,
344,Axis,Sweden,Computer hardware (9572),36.10,25.6,225,16.5,16.1,1.0,1.4,15.5,1,15.2,,
345,CSM,The Netherlands,Food producers (357),35.30,-1.9,"2,556",-1.7,1.4,1.7,2.4,5.6,8,-1.6,,
346,Morphosys,Germany,Biotechnology (4573),35.01,49.6,81,13.1,43.2,3.2,2.3,14.0,0,20.5,,
347,Delhaize,Belgium,Food & drug retailers (533),35.00,-2.8,"19,952",4.8,0.2,2.6,3.7,4.7,138,-2.0,,
348,Rockwool International,Denmark,Construction & materials (235),34.94,23.8,"1,501",-18.5,2.3,9.1,17.3,5.4,8,-7.4,,
349,EnBW Energie Baden-Wurttemberg,Germany,Electricity (753),34.80,18.8,"15,564",-4.5,0.2,8.7,7.3,11.4,21,2.7,,
350,John Lewis,UK,General retailers (537),34.67,-19.4,"7,580",7.5,0.5,6.1,5.8,5.8,70,1.9,,
351,Betfair ,UK,Travel & leisure (575),34.52,6.1,330,25.4,10.5,4.8,5.2,12.7,1,13.9,,
352,KSB,Germany,Industrial machinery (2757),34.35,8.5,"1,893",-5.0,1.8,4.5,5.0,9.5,14,0.9,,
353,KUKA,Germany,Industrial machinery (2757),34.28,-8.5,902,-28.8,3.8,1.7,1.5,-5.9,6,-0.1,,
354,London Stock Exchange,UK,Other financials (877),34.10,-13.9,682,-9.8,5.0,2.0,3.0,30.1,2,31.5,,
355,Renishaw,UK,Electronic equipment (2737),34.05,10.8,193,-14.9,17.7,6.4,2.6,1.4,2,0.5,,
356,Haldex,Sweden,Automobiles & parts (335),33.97,13.0,549,-33.1,6.2,2.2,4.1,-5.3,4,-28.7,,
357,Meda,Sweden,Pharmaceuticals (4577),33.77,-10.4,"1,286",23.4,2.6,0.8,0.7,22.0,3,3.9,,
358,De'Longhi,Italy,Household goods & home construction (372),33.60,5.0,"1,379",-10.0,2.4,2.0,2.2,6.7,7,-1.7,,
359,Nemetschek,Germany,Software (9537),33.58,0.7,136,-9.8,24.8,0.7,1.6,15.4,1,0.2,,
360,Sudzucker,Germany,Food producers (357),33.50,-6.9,"5,718",-2.6,0.6,3.6,6.3,6.9,17,-2.5,,
361,Wilo,Germany,Industrial machinery (2757),33.24,1.6,926,-5.2,3.6,4.1,5.1,9.7,6,0.0,,
362,KTM Power Sports,Austria,Automobiles & parts (335),33.02,-28.5,455,-24.9,7.3,2.7,6.9,-15.7,2,-5.4,,
363,Cegedim,France,Computer services (9533),32.75,0.2,874,3.0,3.7,3.0,6.0,11.6,9,6.1,,
364,Auriga Industries,Denmark,Chemicals (135),32.69,1.2,731,-4.0,4.5,1.9,2.5,0.1,2,6.5,,
365,Centrica,UK,"Gas, water & multiutilities (757)",32.64,"1,350.0","27,372",13.9,0.1,3.6,3.0,4.4,34,4.0,,
366,Paul Hartmann,Germany,Health care equipment & services (453),32.20,23.4,"1,560",13.3,2.1,2.7,2.8,5.7,10,5.1,,
367,Genus,UK,Biotechnology (4573),32.19,55.4,316,8.8,10.2,34.1,2.4,12.4,2,-3.2,,
368,Grammer,Germany,Automobiles & parts (335),32.18,-25.4,727,-27.8,4.4,4.0,3.2,-3.3,7,-21.3,,
369,Pharmathen ,Greece,Pharmaceuticals (4577),32.16,7.3,89,20.5,36.0,3.6,15.2,15.2,0,2.2,,
370,Jenoptik,Germany,Industrial machinery (2757),32.14,-16.0,474,-13.6,6.8,2.2,3.3,-4.7,3,1.2,,
371,Latecoere,France,Aerospace & defence (271),32.00,14.3,449,-34.3,7.1,1.4,2.6,-23.0,4,-3.9,,
371,Munich Re,Germany,Nonlife insurance (853),32.00,23.1,"47,417",2.8,0.1,0.3,0.3,8.1,47,6.9,,
371,Benetton,Italy,Personal goods (376),32.00,-8.6,"2,049",-4.2,1.6,4.6,8.9,9.9,10,3.3,,
374,Funkwerk,Germany,Mobile telecommunications (657),31.63,10.1,218,-24.7,14.5,1.3,1.8,-21.3,2,-5.9,,
375,Experian,UK,Support services (279),31.36,2.3,"2,704",-4.8,1.2,1.5,1.9,20.1,15,-0.9,,
376,Lantmannen ,Sweden,Food producers (357),31.04,19.5,"3,426",-17.6,0.9,4.4,6.2,0.5,11,-16.7,,
377,Energia de Portugal,Portugal,Electricity (753),31.00,29.2,"12,198",-12.2,0.3,27.7,26.3,16.4,12,-1.2,,
377,KPMG Europe,UK,Support services (279),31.00,-22.5,"3,495",3.2,0.9,9.4,1.3,12.7,21,11.3,,
379,Plastic Logic,UK,Electrical components & equipment (2733),30.89,134.4,0,,,,,,0,126.3,,
380,Expro Holdings UK 3,UK,"Oil equipment, services & distribution (57)",30.57,10.2,710,9.1,4.3,6.5,8.2,-5.2,4,-7.7,,
380,SkillSoft ,Ireland,Software (9537),30.57,-12.0,220,-4.2,13.9,1.0,1.7,32.8,1,-3.5,,
382,BTG,UK,Biotechnology (4573),30.39,25.0,111,16.2,27.4,1.5,1.8,1.0,0,88.4,,
383,Dialog Semiconductor,UK,Semiconductors (9576),30.14,13.4,152,34.5,19.9,3.1,2.4,12.8,0,21.6,,
384,Dako,Denmark,Biotechnology (4573),30.11,36.8,237,7.5,12.7,9.9,9.6,10.4,1,-1.1,,
385,Fortum,Finland,Electricity (753),30.00,11.1,"5,435",-3.6,0.6,15.5,19.5,32.6,13,-5.7,,
386,Guerbet,France,Pharmaceuticals (4577),29.84,20.9,335,4.6,8.9,9.1,8.6,7.9,1,2.0,,
387,Auburn Acquisitions (aka TI Automotive) ,UK,Automobiles & parts (335),29.83,15.7,"1,552",-1.1,1.9,4.0,4.5,-1.8,17,-7.1,,
388,Ion Beam Applications,Belgium,Health care equipment & services (453),29.74,9.1,359,8.0,8.3,5.3,5.6,-1.1,2,-3.8,,
389,CompuGROUP (now CompuGROUP Medical),Germany,Computer services (9533),29.58,16.8,293,28.0,10.1,3.4,3.7,8.5,3,23.2,,
390,Tate & Lyle,UK,Food producers (357),29.26,-7.1,"4,060",-18.1,0.7,2.3,5.2,-0.4,6,-12.4,,
391,Intralot,Greece,Travel & leisure (575),29.23,115.3,904,-16.1,3.2,13.7,9.7,12.5,5,2.5,,
392,Micro Focus International,UK,Software (9537),29.17,20.0,191,20.4,15.2,1.0,1.4,33.2,1,27.7,,
393,Aixtron,Germany,Semiconductors (9576),29.07,13.3,303,10.4,9.6,2.9,4.2,19.2,1,3.8,,
394,Rautaruukki,Finland,Industrial metals & mining (175),29.00,7.4,"1,950",-49.4,1.5,10.5,4.6,-17.1,13,-15.3,,
395,CEGID,France,Software (9537),28.80,13.0,249,0.0,11.6,0.9,0.7,10.6,2,2.6,,
396,Punch International,Belgium,Industrial machinery (2757),28.49,55.9,342,3.0,8.3,13.4,33.8,13.9,2,-18.0,,
397,centrotherm photovoltaics,Germany,Alternative energy (58),28.41,69.4,509,35.9,5.6,6.8,8.1,7.6,1,118.1,,
398,F-Secure,Finland,Computer services (9533),28.28,16.0,125,10.8,22.6,2.2,1.7,18.5,1,7.2,,
399,Servier R&D ,UK,Biotechnology (4573),28.25,26.5,32,31.0,88.3,3.1,4.7,4.3,0,-2.0,,
400,Nordex,Germany,Alternative energy (58),28.15,34.9,"1,183",4.1,2.4,2.7,4.6,3.5,2,17.1,,
401,Nationwide,UK,Other financials (877),28.14,150.0,"2,441",-5.0,1.2,7.0,9.5,15.7,19,-2.1,,
402,Vaisala,Finland,Electronic equipment (2737),27.80,15.4,232,-4.4,12.0,6.6,4.9,5.2,1,10.6,,
403,ELMOS Semiconductor,Germany,Semiconductors (9576),27.52,5.1,124,-29.3,22.2,2.8,8.9,-12.4,1,-7.1,,
404,Lifecycle Pharma,Denmark,Biotechnology (4573),27.17,-23.3,0,-98.5,"8,159.8",436.0,3.9,"-11,281.1",0,-8.8,,
405,Stork,The Netherlands,Industrial machinery (2757),27.07,26.8,"1,626",-8.3,1.7,2.5,3.9,1.7,13,-1.0,,
406,SBM Offshore,The Netherlands,"Oil equipment, services & distribution (57)",27.00,15.2,"2,061",-3.4,1.3,21.6,32.3,9.9,4,8.5,,
406,Accor,France,Travel & leisure (575),27.00,22.7,"7,065",-8.7,0.4,9.2,16.0,-0.6,151,-4.8,,
408,ThromboGenics,Belgium,Biotechnology (4573),26.53,74.0,4,-86.2,629.7,12.7,1.4,-376.3,0,14.3,,
408,Option,Belgium,Telecommunications equipment (9578),26.53,-28.4,147,-45.1,18.0,0.6,1.1,-36.9,1,-18.1,,
410,Fidessa,UK,Software (9537),26.45,13.3,268,26.1,9.9,5.2,12.0,12.5,1,12.6,,
411,LM Glasfiber (now LM Wind Power),Denmark,Alternative energy (58),26.37,5.4,777,-12.1,3.4,10.2,26.6,6.7,6,-5.0,,
412,Wolfson Microelectronics,UK,Semiconductors (9576),26.35,-5.3,85,-38.8,31.2,4.1,2.3,-13.0,0,4.1,,
413,Bavarian Nordic,Denmark,Biotechnology (4573),26.23,315.3,10,-64.2,261.0,77.6,6.0,-456.2,0,25.9,,
414,Poste Italiane,Italy,Industrial transportation (277),26.13,-37.4,"19,584",10.7,0.1,1.5,2.7,7.9,151,0.6,,
415,Parrot,France,Telecommunications equipment (9578),26.03,-3.6,168,-18.4,15.4,0.7,1.1,4.4,0,-5.7,,
416,Octapharma Nordic,Sweden,Pharmaceuticals (4577),25.96,53.3,703,12.9,3.7,12.7,7.6,27.7,4,31.0,,
417,Wittington Investments (aka Associated British Foods),UK,Food producers (357),25.89,9.5,"10,504",12.2,0.2,6.0,6.1,6.5,97,0.3,,
417,Rexam,UK,General industrials (272),25.89,-4.2,"5,477",5.4,0.5,2.9,8.1,1.2,23,-5.0,,
419,CS Communication & Systemes,France,Computer services (9533),25.56,22.8,206,-7.3,12.4,0.2,0.9,-11.8,2,4.4,,
420,Logica,UK,Computer services (9533),25.55,33.5,"4,166",3.2,0.6,1.0,1.3,2.3,40,0.6,,
421,IMA Industria Macchine Automatiche,Italy,Industrial machinery (2757),25.42,8.5,506,-7.6,5.0,1.0,1.8,12.4,3,2.9,,
422,COFIDE,Italy,General industrials (272),25.08,-8.5,"4,267",-9.8,0.6,12.3,7.4,2.9,13,-2.2,,
423,Datalogic,Italy,Electronic equipment (2737),25.03,7.8,312,-17.9,8.0,2.2,3.1,-2.0,2,-10.4,,
424,Charter International,UK,Industrial machinery (2757),24.99,19.4,"1,867",-12.1,1.3,3.1,3.0,5.9,12,-6.2,,
