eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%
465,BWT, Austria,Engineering & machinery (26),12,23.5,488,17.3,2.5,1.2,1.2,4.8,3,6.1
466,Stallergenes, France,Pharma & biotech (48),12,43.3,95,10.5,12.9,3.2,3.5,16.6,1,6.9
467,SSL International, UK  ,Personal care & household (47),12,-24.5,648,-23.9,1.9,2.0,2.2,1.0,5,-20.8
468,BE Semiconductor Industries, The Netherlands,IT hardware (93),12,-8.8,126,46.5,9.6,2.4,14.0,-7.7,1,12.5
469,Gameloft, France,Software & computer services (97),12,208.7,23,130.0,52.3,4.3,..,11.3,1,305.6
470,Elektrobit, Finland,Engineering & machinery (26),12,22.3,203,36.2,5.9,1.0,0.7,16.4,1,24.6
471,Cerep, France,Pharma & biotech (48),12,1.0,51,50.0,23.4,5.9,11.8,0.3,0,36.0
472,Empire Interactive, UK  ,Software & computer services (97),12,-12.7,42,-2.3,28.3,..,..,1.6,0,-23.4
473,Teleca, Sweden,Software & computer services (97),12,104.0,302,11.0,3.9,1.7,1.5,0.3,3,12.6
474,XRT, France,Software & computer services (97),12,2.4,40,2.6,29.4,..,2.6,5.8,0,7.1
475,FKI, UK  ,Engineering & machinery (26),12,-25.9,"1,823",-4.1,0.6,2.5,1.9,5.1,13,-5.7
476,Wolfson Microelectronics, UK  ,IT hardware (93),12,69.7,88,57.1,13.3,9.1,30.4,14.0,0,47.7
477,Royal Cosun, The Netherlands,Food producers (43),12,26.1,"1,317",-0.3,0.9,4.8,3.8,8.8,4,-7.7
478,Voca, UK  ,Banks (81),12,-66.8,110,3.8,10.5,..,..,1.6,0,-1.5
479,ARC International, UK  ,IT hardware (93),12,-34.0,17,13.3,68.2,5.9,26.7,-79.7,0,-26.1
480,Pharmagene, UK  ,Pharma & biotech (48),12,4.1,6,-14.3,193.0,..,..,-195.9,0,-3.8
481,Raymarine, UK  ,Electronic & Electrical  (25),12,-5.1,150,13.6,7.7,4.0,4.5,3.4,1,35.1
482,Tecnomen, Finland,IT hardware (93),12,22.3,51,13.3,22.5,2.0,..,3.1,0,-19.3
483,Head, The Netherlands,Household goods & textiles (34),11,13.9,351,10.7,3.2,4.8,3.8,1.9,#VALUE!,..
484,Soitec, France,IT hardware (93),11,0.8,139,58.0,8.2,24.5,28.4,-0.7,1,15.1
485,Balfour Beatty, UK  ,Construction & building (13),11,-20.0,"4,942",10.7,0.2,3.3,1.5,3.6,28,1.1
486,Miba, Austria,Automobiles & parts (31),11,8.7,328,11.6,3.4,7.3,8.2,9.0,3,5.7
487,Wittington Investments, UK  ,Food producers (43),11,33.3,"7,394",5.1,0.2,4.4,3.5,7.8,36,0.5
488,O2, UK  ,Telecommunication services (67),11,-20.0,"9,440",17.4,0.1,20.3,19.9,4.8,14,12.7
489,Zentiva, The Netherlands,Pharma & biotech (48),11,0.3,276,10.8,4.1,6.9,5.6,23.6,3,49.7
490,DICOM, UK  ,Software & computer services (97),11,9.0,221,0.0,5.1,1.8,1.4,6.3,1,2.4
491,Vitec, UK  ,Engineering & machinery (26),11,-10.2,262,-3.7,4.3,5.3,5.1,7.0,2,-4.6
492,Gunnebo, Sweden,Support services (58),11,0.0,811,5.2,1.4,1.8,2.2,3.6,8,-1.0
493,Eureko, The Netherlands,Life assurance (84),11,400.0,"6,534",13.1,0.2,..,..,10.0,14,-5.4
494,Skanditek, Sweden,Electronic & Electrical  (25),11,1.3,68,19.3,16.1,..,..,4.6,0,-2.0
495,F-Secure, Finland,Software & computer services (97),11,24.5,47,20.5,23.2,2.1,..,13.2,0,-1.4
496,Laird, UK  ,Electronic & Electrical  (25),11,28.3,661,9.1,1.6,3.6,3.5,8.8,5,26.4
497,Villeroy & Boch, Germany,Household goods & textiles (34),11,-13.3,960,1.2,1.1,5.2,5.6,3.5,10,-3.9
498,PSI, Germany,Software & computer services (97),11,20.5,115,-16.7,9.4,0.9,1.4,-7.9,1,-9.4
499,Northgate Information Solutions, UK  ,Software & computer services (97),11,10.8,193,60.8,5.6,15.0,2.5,-6.4,2,84.9
500,Arup, UK  ,Engineering & machinery (26),11,-18.2,578,3.8,1.8,2.6,1.6,2.4,6,1.2
501,Portugal Telecom, Portugal,Telecommunication services (67),11,-25.9,"6,023",4.3,0.2,..,2.0,16.5,29,18.5
502,First Technology, UK  ,Electronic & Electrical  (25),11,-6.3,168,-6.7,6.3,3.0,3.3,12.7,2,4.8
503,Staffware (now TIBCO BPM), UK  ,Software & computer services (97),11,5.7,60,9.1,17.6,1.7,3.6,6.5,0,2.7
504,Eniro, Sweden,Media & entertainment (54),11,-5.0,544,0.2,1.9,1.3,2.6,18.5,5,3.4
505,Valio, Finland,Food producers (43),11,2.9,"1,582",1.0,0.7,8.1,7.2,4.3,4,0.5
506,Linedata Services, France,Software & computer services (97),11,32.9,113,13.0,9.3,0.9,3.0,11.6,1,3.1
507,Royalblue, UK  ,Software & computer services (97),10,8.6,84,5.0,12.5,7.1,5.0,13.6,0,1.5
508,NicOx, France,Pharma & biotech (48),10,-31.4,2,100.0,522.0,..,..,-762.0,0,-6.7
509,Datalogic, Italy,Support services (58),10,8.9,146,12.3,7.1,4.1,3.1,11.5,1,12.9
510,Rational, Germany,Engineering & machinery (26),10,-8.5,222,18.7,4.7,2.3,3.2,24.1,1,9.3
511,SUSS MicroTec, Germany,IT hardware (93),10,-1.2,116,20.8,8.9,0.9,1.0,-8.2,#VALUE!,..
512,Teligent, Sweden,Software & computer services (97),10,66.7,40,42.9,25.8,2.5,3.6,-6.1,0,18.4
513,Croda International, UK  ,Chemicals (11),10,7.3,416,-3.0,2.5,5.0,4.2,16.0,2,-6.3
514,Gyrus, UK  ,Health (44),10,12.3,123,11.8,8.3,3.3,4.5,6.4,1,-3.7
515,Pfeiffer Vacuum Technology, Germany,Engineering & machinery (26),10,14.8,156,8.3,6.6,1.9,1.4,11.6,1,-3.5
516,Plasmon, UK  ,IT hardware (93),10,-14.0,63,-11.3,16.3,4.8,9.9,-18.3,0,4.4
517,LISI, France,Aerospace & defence (21),10,-10.5,541,6.9,1.9,5.0,4.7,8.2,5,7.4
518,Sygen International, UK  ,Food producers (43),10,-6.5,183,-2.1,5.6,5.5,3.7,4.9,1,8.1
519,NPM/CNP, Belgium,Other financials (87),10,22.4,"9,229",21.7,0.1,..,..,7.9,14,-1.5
520,Palfinger, Austria,Engineering & machinery (26),10,34.7,404,21.0,2.5,3.2,4.5,10.3,3,11.8
521,Vacon, Finland,Electronic & Electrical  (25),10,12.2,129,15.2,7.8,3.1,2.7,11.5,0,4.8
522,Edison, Italy,Utilities - other (77),10,-23.1,"5,696",5.0,0.2,8.0,6.5,9.9,4,-14.1
523,Danieli, Italy,Engineering & machinery (26),10,-16.7,"1,008",2.1,1.0,2.1,0.6,7.1,3,23.7
524,Photo-Me, UK  ,Media & entertainment (54),10,-7.5,333,7.1,3.0,12.6,6.4,14.6,2,-8.1
525,PPL Therapeutics, UK  ,Pharma & biotech (48),10,-27.7,0,..,..,..,..,"-39,024.6",0,-37.9
526,BG, UK  ,Oil & gas (7),10,-12.5,"5,766",13.8,0.2,26.0,16.9,36.5,5,5.2
527,Zetex, UK  ,IT hardware (93),10,-20.1,102,-20.9,9.7,19.6,5.4,6.3,1,-29.9
528,Avon Rubber, UK  ,Automobiles & parts (31),10,26.5,338,-3.7,2.9,3.0,3.4,4.3,4,-1.0
529,Biotage, Sweden,Pharma & biotech (48),10,-3.5,41,115.8,23.8,2.4,..,-27.8,0,48.2
530,Isra Vision Systems, Germany,Engineering & machinery (26),10,41.8,40,48.1,24.3,..,..,14.0,0,45.2
531,Roxboro, UK  ,Electronic & Electrical  (25),10,-14.8,168,-13.0,5.8,1.2,1.0,7.7,1,-15.4
532,Sydsvenska Kemi, Sweden,Chemicals (11),10,-1.1,723,13.7,1.3,2.9,5.3,7.4,2,-4.3
533,Observer, Sweden,Support services (58),10,10.6,179,4.7,5.4,2.8,3.5,2.0,2,2.6
534,Charter, UK  ,Engineering & machinery (26),10,-52.1,"1,229",-0.2,0.8,1.3,0.8,4.0,9,-6.9
535,Nokian Tyres, Finland,Automobiles & parts (31),10,15.7,602,13.8,1.6,7.0,7.2,18.3,3,7.3
536,Carraro, Italy,Automobiles & parts (31),10,15.1,514,31.8,1.9,3.7,4.4,5.0,2,2.1
537,Ion Beam Applications, Belgium,Health (44),9,-48.5,175,-25.2,5.4,8.6,13.2,5.9,1,-53.2
538,Kyro, Finland,Engineering & machinery (26),9,-4.1,232,2.2,4.1,2.6,3.5,7.7,1,15.8
539,Karo Bio, Sweden,Pharma & biotech (48),9,3.3,4,-55.6,233.8,..,11.1,-293.2,0,-27.4
540,MBDA, UK  ,Aerospace & defence (21),9,-3.3,921,117.7,1.0,4.3,12.3,-0.2,3,8.3
541,Tekla, Finland,Software & computer services (97),9,-25.6,38,-5.0,24.1,2.6,..,-5.6,0,-14.0
542,VOGT Electronic, Germany,Electronic & Electrical  (25),9,-7.1,306,-42.8,3.0,2.0,1.7,-0.2,4,-31.1
543,JCB Compact Products, UK  ,Engineering & machinery (26),9,28.6,159,2.6,5.7,0.6,..,-1.4,1,3.6
544,Phytopharm, UK  ,Pharma & biotech (48),9,-12.1,2,-33.3,448.5,..,..,-652.1,0,17.6
545,Baltimore Technologies (now Baltimore), UK  ,Other financials (87),9,-43.2,26,-48.0,34.3,..,2.0,-98.2,0,-56.0
546,ICOS Vision Systems, Belgium,IT hardware (93),9,36.6,89,97.8,10.0,2.2,..,30.6,0,51.4
547,Thomas Cook, Germany,Leisure & hotels (53),9,76.1,"7,479",3.3,0.1,0.5,1.7,-1.4,25,-5.2
548,Alizyme, UK  ,Pharma & biotech (48),9,-45.0,2,0.0,443.0,..,..,-352.0,0,6.7
549,Baxi, UK  ,General retailers (52),9,-15.1,636,-36.1,1.4,3.1,3.0,11.0,6,-2.2
550,Compagnie de Fives-Lille, France,Diversified industrials (24),9,9.0,877,24.9,1.0,0.9,1.6,3.9,4,6.1
551,Radstone Technology, UK  ,IT hardware (93),9,35.1,70,12.9,12.3,10.0,24.2,16.4,0,-2.5
552,Chemring, UK  ,Aerospace & defence (21),9,27.2,177,4.1,4.8,3.4,4.7,13.7,2,-0.5
553,KCI Konecranes, Finland,Engineering & machinery (26),9,7.6,728,9.5,1.2,1.5,1.5,5.0,4,-1.2
554,Marlborough Stirling, UK  ,Software & computer services (97),8,29.7,133,-14.2,6.3,9.8,4.5,-14.0,2,-8.4
555,Karstadt Quelle, Germany,General retailers (52),8,-60.6,"13,447",-11.9,0.1,1.3,1.7,-10.3,74,-7.1
556,WEDECO, Germany ,Engineering & machinery (26),8,-3.3,126,-12.5,6.6,2.4,2.1,-7.0,1,1.2
557,Biotie Therapies, Finland,Pharma & biotech (48),8,-21.6,4,100.0,206.8,..,..,-181.1,0,-28.8
558,P&I Personal & Informatik, Germany,Software & computer services (97),8,-5.5,40,5.3,20.7,..,2.6,10.7,0,1.3
559,Delcam, UK  ,Software & computer services (97),8,12.1,30,3.4,27.3,3.3,3.4,5.8,0,11.0
560,Franz Haniel & Cie, Germany,Pharma & biotech (48),8,300.0,"24,317",5.6,0.0,1.2,1.2,4.1,53,21.7
561,Servier, UK  ,Pharma & biotech (48),8,1.7,10,11.1,79.9,..,22.2,5.4,0,-9.6
562,Glunz & Jensen, Denmark,IT hardware (93),8,-7.2,83,-9.8,9.6,1.2,2.2,2.9,0,-4.6
563,Pharmexa, Denmark,Pharma & biotech (48),8,-35.7,3,0.0,264.7,..,33.3,-289.6,0,-43.4
564,IDS Scheer, Germany,Software & computer services (97),8,4.4,280,26.7,2.8,1.4,1.4,11.5,2,18.7
565,Weir, UK  ,Engineering & machinery (26),8,11.3,"1,044",7.0,0.7,3.4,3.0,7.2,8,1.8
566,Basler, Germany,Electronic & Electrical  (25),8,50.5,52,44.4,14.8,1.9,2.8,11.2,0,18.4
567,Huntleigh Technology, UK  ,Health (44),8,2.5,281,6.4,2.7,8.2,9.5,13.9,3,8.6
568,JC Decaux, France,Media & entertainment (54),8,-7.2,"1,631",5.6,0.5,8.5,9.3,12.3,7,3.4
569,E2V (now e2v Technologies), UK  ,Electronic & Electrical  (25),8,25.4,138,3.8,5.5,8.7,6.0,10.1,1,-3.5
570,Robotic Technology Systems, UK  ,Support services (58),8,13.2,69,-19.8,11.0,1.4,1.2,-9.9,0,-47.4
571,Mensch und Maschine Software, Germany,Software & computer services (97),8,-6.4,135,3.1,5.6,0.7,0.8,-2.3,0,-12.3
572,Napp Pharmaceutical, UK  ,Pharma & biotech (48),8,-61.4,147,1.4,5.2,4.1,4.1,11.6,1,-5.8
573,Biolipox, Sweden,Pharma & biotech (48),8,25.1,0,..,..,..,..,..,0,94.1
574,Mariella Burani Fashion, Italy,Household goods & textiles (34),8,56.7,412,17.7,1.8,2.2,2.3,7.2,2,26.6
575,Biocompatibles International, UK  ,Health (44),8,17.0,4,33.3,188.0,..,..,-293.6,0,7.5
576,Energie Baden, Germany,Electricity (72),8,-29.9,"9,844",-7.2,0.1,4.7,4.7,11.3,#VALUE!,..
577,BPB, UK  ,Construction & building (13),7,-1.8,"3,272",6.7,0.2,6.7,4.8,13.5,13,-1.7
578,Ubizen, Belgium,Software & computer services (97),7,-25.1,43,-40.3,17.4,2.3,1.4,-17.9,0,-14.3
579,GfK, Germany,Support services (58),7,-12.9,672,12.9,1.1,2.2,2.4,14.2,5,8.3
580,Walter, Germany,Engineering & machinery (26),7,-28.0,261,1.6,2.8,9.6,3.9,15.4,2,-5.2
581,Chloride, UK  ,Electronic & Electrical  (25),7,1.0,233,7.9,3.1,3.9,..,3.0,1,-0.6
582,NXT, UK  ,Electronic & Electrical  (25),7,-19.6,9,-18.2,80.1,..,..,-161.5,0,-14.5
583,Torotrak, UK  ,Automobiles & parts (31),7,-11.4,1,..,720.0,..,..,"-1,191.5",0,-5.9
584,Nedap, The Netherlands,Electronic & Electrical  (25),7,-21.7,124,0.0,5.8,8.9,6.5,14.6,1,-1.3
585,Constantia-ISO, Austria,Construction & building (13),7,-7.5,594,-8.8,1.2,5.9,5.5,1.3,4,-9.4
586,Spirax-Sarco Engineering, UK  ,Engineering & machinery (26),7,3.5,460,3.6,1.6,4.6,3.8,15.7,4,1.2
587,SurfControl, UK  ,Software & computer services (97),7,28.5,64,18.5,11.1,3.1,1.9,14.0,0,8.4
588,Macro 4, UK  ,Software & computer services (97),7,-13.9,44,-4.3,16.2,2.3,2.2,4.3,0,-17.4
589,Telindus, Belgium,IT hardware (93),7,36.2,532,2.7,1.3,3.4,7.9,-1.2,2,2.2
590,Northumbrian Water, UK  ,Utilities - other (77),7,1.6,817,9.1,0.9,36.4,35.8,35.0,4,3.0
591,Games Workshop, UK  ,Household goods & textiles (34),7,-24.8,193,-9.8,3.7,8.8,9.8,10.2,3,-0.5
592,Atria, Finland,Food producers (43),7,4.5,834,9.0,0.8,3.5,6.3,4.7,#VALUE!,..
593,Orc Software, Sweden,Software & computer services (97),7,-16.9,27,3.8,25.9,3.7,3.8,12.4,0,14.6
594,NIBE Industrier, Sweden,Household goods & textiles (34),7,27.3,350,29.2,2.0,7.7,8.9,12.1,4,30.4
595,Epigenomics, Germany,Pharma & biotech (48),7,-26.9,8,-27.3,86.8,12.5,9.1,-135.1,0,1.4
596,Prima Industrie, Italy,Engineering & machinery (26),7,16.4,100,5.3,6.9,..,1.1,4.9,0,4.5
597,Teleste, Finland,IT hardware (93),7,19.0,66,22.2,10.5,1.5,..,8.0,0,8.8
598,Net Insight, Sweden,IT hardware (93),7,40.3,4,0.0,172.3,..,..,-208.9,0,-5.8
599,Sodra, Sweden,Forestry & paper (15),7,0.0,"1,511",3.6,0.5,5.3,0.3,6.5,4,-2.6
600,PiroNet NDH, Germany,Software & computer services (97),7,192.7,35,66.7,19.6,5.7,9.5,9.7,0,53.8
601,Techem, Germany,Support services (58),7,94.3,432,5.9,1.6,10.2,2.0,19.8,2,-9.2
602,Proha, Finland,Software & computer services (97),7,-13.9,66,-14.3,10.3,..,..,-10.5,1,-11.4
603,Grupo Empresarial ENCE, Spain,Forestry & paper (15),7,112.9,470,-2.7,1.4,16.4,14.1,2.8,1,0.8
604,Trintech, Ireland,Software & computer services (97),7,10.8,41,28.1,16.5,..,..,2.7,0,-6.3
605,DSV, Denmark,Transport (59),7,31.5,"2,432",2.4,0.3,2.0,2.7,3.9,9,-0.3
606,Leifheit, Germany,Household goods & textiles (34),7,-1.0,317,-5.4,2.1,2.2,3.3,-4.1,2,-11.2
607,Newport Networks, UK  ,IT hardware (93),7,51.1,0,-100.0,..,..,..,"-2,365.3",0,12.1
608,CAF, Spain,Engineering & machinery (26),7,..,578,..,1.1,3.8,..,3.1,4,..
609,Global Graphics, France,Software & computer services (97),7,5.1,19,5.6,34.5,..,..,3.1,0,1.0
610,Provimi, France,Food producers (43),7,-56.7,"1,580",2.3,0.4,1.8,1.8,4.5,8,1.8
611,Body Shop International, UK  ,General retailers (52),7,-13.2,592,10.0,1.1,6.8,3.3,8.9,7,15.9
612,Punch International, Belgium,Electronic & Electrical  (25),6,..,215,22.2,3.0,16.3,15.9,5.4,3,-4.0
613,Oriflame Cosmetics, Belgium,Personal care & household (47),6,2.9,671,2.9,1.0,2.8,4.1,15.6,5,8.2
614,Protherics, UK  ,Pharma & biotech (48),6,23.6,27,-10.0,23.7,7.4,16.7,-12.5,0,-3.2
615,Lorantis, UK  ,Pharma & biotech (48),6,17.2,0,..,..,..,..,..,0,2.1
616,HK Ruokatalo, Finland,Food producers (43),6,4.3,680,5.1,0.9,4.1,4.5,4.6,5,-7.1
617,Wavelight Laser Technologie, Germany,Health (44),6,50.6,62,29.2,10.2,8.1,2.1,8.8,0,39.6
618,Sanochemia Pharmazeutika, Austria,Pharma & biotech (48),6,52.0,26,36.8,24.3,11.5,21.1,-7.0,0,0.7
619,Rosenbauer International, Austria,Engineering & machinery (26),6,0.0,299,-7.4,2.1,1.7,2.2,6.7,1,4.8
620,Clearswift Systems, UK  ,Software & computer services (97),6,-2.3,33,3.1,19.1,3.0,6.3,-53.7,0,-12.3
621,Constantia Packaging, Austria,Support services (58),6,31.7,945,-3.2,0.7,7.9,5.5,7.6,5,-3.1
622,Ricardo, UK  ,Support services (58),6,-13.6,207,7.3,3.0,7.2,6.2,-1.3,2,10.1
623,ATB-Austria Antriebstechnik, Austria,Electronic & Electrical  (25),6,23.8,181,19.9,3.5,2.8,1.3,3.5,2,26.7
624,Greencore, Ireland,Food producers (43),6,-15.7,"1,446",-1.8,0.4,4.1,4.1,5.8,11,-6.5
625,Acerinox, Spain,Steel & other metals (18),6,244.4,"4,041",38.7,0.2,4.6,9.7,12.7,7,1.8
626,Otto, Germany,General retailers (52),6,4.6,"14,424",0.8,0.0,1.8,1.3,3.1,54,-1.8
627,AIT (now Portrait Software), UK  ,Software & computer services (97),6,-31.2,28,12.0,22.0,3.6,..,11.8,0,-53.6
628,Waterford Wedgwood, Ireland,Household goods & textiles (34),6,-34.4,832,-12.5,0.7,4.2,2.3,-2.2,8,-5.0
629,EVS Broadcast Equipment, Belgium,Electronic & Electrical  (25),6,3.4,50,28.2,12.2,2.0,5.1,53.4,0,-10.6
630,SolarWorld, Germany,Engineering & machinery (26),6,22.0,200,104.1,3.1,15.5,30.6,16.5,1,13.1
631,Infovista, France,Software & computer services (97),6,-2.9,29,11.5,21.0,3.4,3.8,-22.6,0,0.5
632,Senior, UK  ,Engineering & machinery (26),6,13.0,460,-8.2,1.3,3.3,2.2,3.6,5,-2.6
633,Deceuninck, Belgium,Construction & building (13),6,-4.6,582,23.8,1.0,9.5,10.4,3.9,3,11.1
634,Wienerberger, Austria,Construction & building (13),6,-8.2,"1,759",-3.7,0.3,12.7,8.5,14.3,11,28.0
635,Larox, Finland,Support services (58),6,..,97,70.2,6.2,3.1,1.8,5.2,0,55.7
636,Lufthansa, Germany,Transport (59),6,-25.0,"16,965",6.3,0.0,9.4,5.2,2.8,93,-2.2
637,SoftM Software und Beratung, Germany,Software & computer services (97),6,-6.3,88,27.5,6.8,1.1,..,1.3,0,6.0
638,Microgen, UK  ,Software & computer services (97),6,76.9,60,62.2,10.0,1.7,2.7,0.4,0,72.7
639,TELES AG Informationstechnologien, Germany,Software & computer services (97),6,33.3,79,3.9,7.6,12.7,7.9,5.4,1,29.3
640,Serco, UK  ,Support services (58),6,..,"1,951",4.3,0.3,1.8,2.7,4.3,28,6.1
641,AudioDev, Sweden,IT hardware (93),6,15.6,30,0.0,19.5,..,3.3,13.3,0,17.1
642,GFT Technologies, Germany,Software & computer services (97),6,25.8,126,-8.7,4.6,0.8,0.7,-1.2,1,-8.7
643,Group 4 Securicor, UK  ,Support services (58),6,"1,278.6","4,483",23.5,0.1,3.2,..,-0.9,306,32.9
644,Nordex, Germany,Engineering & machinery (26),6,16.7,222,13.3,2.6,1.8,4.1,-12.9,1,-16.3
645,MWG-Biotech, Germany,Pharma & biotech (48),6,170.3,33,-23.3,17.4,12.1,7.0,-112.3,0,-14.5
646,MTL Instruments, UK  ,Electronic & Electrical  (25),6,9.4,90,5.9,6.4,2.2,1.2,7.6,1,6.3
647,Devro, UK  ,Food producers (43),6,-0.7,210,1.9,2.7,7.6,4.9,14.4,2,4.7
648,Progress-Werk Oberkirch, Germany,Automobiles & parts (31),6,-18.7,201,4.7,2.8,8.5,8.3,7.3,1,4.6
649,PZ Cussons, UK  ,Personal care & household (47),6,7.4,690,4.9,0.8,2.8,4.3,9.9,12,-0.3
650,LDV, UK  ,Engineering & machinery (26),6,152.0,199,-14.2,2.8,9.5,2.2,-8.8,1,-12.7
651,Sveaskog, Sweden,Forestry & paper (15),6,50.3,923,-1.0,0.6,3.1,3.5,14.1,2,-19.0
652,Efore, Finland,Electronic & Electrical  (25),6,48.7,73,14.1,7.7,4.1,3.1,11.6,1,24.6
653,IPTE, Belgium,Engineering & machinery (26),6,-5.5,129,17.3,4.4,2.3,2.7,-1.4,1,11.5
654,Luxfer, UK  ,Engineering & machinery (26),6,-2.4,321,2.9,1.8,3.7,2.9,5.2,2,-1.1
655,GFI Informatique, France,Software & computer services (97),6,24.5,518,3.6,1.1,0.6,0.6,-3.0,6,1.9
656,Dyson, UK  ,Chemicals (11),6,7.5,83,-1.2,6.7,14.5,31.0,-0.6,1,5.6
657,Schouw, Denmark,Diversified industrials (24),6,-41.0,454,9.7,1.2,10.1,8.0,5.2,3,10.2
658,Pharming, The Netherlands,Pharma & biotech (48),6,4.7,1,..,553.0,100.0,..,"-2,076.3",0,8.3
659,Netia, Poland,Telecommunication services (67),6,-26.2,220,29.4,2.5,17.7,15.9,10.4,#VALUE!,..
660,LION Bioscience, Germany,Pharma & biotech (48),5,-56.2,10,-50.0,54.8,10.0,5.0,-144.2,0,-52.0
661,Innovation, UK  ,Software & computer services (97),5,-40.5,82,-1.2,6.7,2.4,1.2,-14.8,1,-2.1
662,ALTEC, Greece,Software & computer services (97),5,58.1,289,12.9,1.9,2.1,2.3,0.0,1,-2.1
663,Surteco, Germany,Household goods & textiles (34),5,2.5,380,7.0,1.4,3.4,4.2,11.7,2,2.9
664,Aga Foodservice, UK  ,Engineering & machinery (26),5,15.2,614,10.8,0.9,3.4,4.5,6.6,5,8.3
665,Karolin Machine Tool, Sweden,Engineering & machinery (26),5,14.1,160,37.9,3.3,..,..,5.3,1,6.6
666,NeuroSearch, Denmark,Pharma & biotech (48),5,..,16,-27.3,33.4,12.5,..,-57.3,0,-2.2
667,Thomas Swan, UK  ,Chemicals (11),5,-11.1,40,11.1,13.3,5.0,5.6,-0.5,0,8.5
668,Pankl Racing Systems, Austria,Automobiles & parts (31),5,-2.6,76,15.2,6.9,10.5,18.2,3.5,1,6.8
669,Severn Trent, UK  ,Utilities - other (77),5,15.7,"2,940",3.3,0.2,25.5,24.6,18.6,16,3.7
670,Xaar, UK  ,Electronic & Electrical  (25),5,-20.1,50,22.0,10.4,4.0,9.8,16.4,0,-10.0
671,Infor Business Solutions, Germany,Software & computer services (97),5,-57.8,57,-13.6,9.1,1.8,..,-16.3,0,-23.7
672,Posten, Sweden,Support services (58),5,-81.9,"2,828",4.2,0.2,2.7,2.7,3.1,36,-5.7
673,Elexis, Germany,Electronic & Electrical  (25),5,-1.9,125,17.9,4.2,0.8,..,6.6,1,3.2
674,MessageLabs, UK  ,Software & computer services (97),5,69.5,81,35.0,6.4,18.5,10.0,-8.2,1,46.2
675,IHC Caland (now SBM Offshore), The Netherlands,Oil & gas (7),5,-16.7,970,-28.7,0.5,18.2,28.7,9.3,4,-5.0
676,Superscape, UK  ,Software & computer services (97),5,18.9,6,200.0,85.8,..,..,-143.8,0,24.1
677,Linn Products, UK  ,Household goods & textiles (34),5,33.2,50,0.0,10.3,8.0,6.0,1.0,0,6.9
678,Norbrook Laboratories, UK  ,Pharma & biotech (48),5,3.6,97,9.0,5.3,4.1,12.4,6.7,1,-0.3
679,Stonesoft, Finland,Software & computer services (97),5,-22.2,22,-4.3,23.1,..,..,-46.6,0,-13.4
680,Virbac, France,Pharma & biotech (48),5,..,355,-1.1,1.4,3.4,2.8,6.0,2,1.7
681,Umbro, UK  ,Household goods & textiles (34),5,31.0,198,10.0,2.6,1.0,1.1,12.8,0,2.6
682,CML Microsystems, UK  ,IT hardware (93),5,26.9,33,43.5,15.3,6.1,4.3,-0.8,0,1.4
683,Bespak, UK  ,Health (44),5,-44.0,117,-6.4,4.3,6.0,17.6,10.4,1,-19.2
684,Norddeutsche Affinerie, Germany,Steel & other metals (18),5,-16.7,"2,481",36.6,0.2,1.1,1.3,2.3,3,-6.5
685,Gorenje, Slovenia,Household goods & textiles (34),5,"7,042.9",903,10.3,0.6,7.1,12.7,3.2,10,3.9
686,Fiskars, Finland,Household goods & textiles (34),5,25.0,597,-3.7,0.8,2.8,4.0,10.1,4,4.1
687,Kaessbohrer Gelaendefahrzeug, Germany,Engineering & machinery (26),5,-2.0,154,18.5,3.2,0.6,3.1,11.1,0,-0.7
688,Kingspan, Ireland,Construction & building (13),5,0.2,958,22.2,0.5,5.9,5.4,9.9,3,5.4
689,CeNeS Pharmaceuticals, UK  ,Pharma & biotech (48),5,18.3,0,-100.0,..,..,..,"-10,610.5",0,7.7
690,Proteome Sciences, UK  ,Pharma & biotech (48),5,-2.2,0,..,..,..,..,"-7,958.3",0,-2.3
691,Victrex, UK  ,Chemicals (11),5,33.5,122,20.8,4.0,11.5,8.9,32.7,0,7.1
692,HITT, The Netherlands,Electronic & Electrical  (25),5,31.4,17,-19.0,28.8,..,..,-0.3,0,-8.9
693,Stralfors, Sweden,Media & entertainment (54),5,..,339,2.4,1.4,3.5,5.1,2.7,2,-0.7
694,Artwork Systems, Belgium,Software & computer services (97),5,11.0,47,6.8,10.3,2.1,2.3,36.0,0,4.6
695,OFCOM, UK  ,Media & entertainment (54),5,-0.4,205,345.7,2.4,3.9,50.0,18.8,1,300.0
696,British Vita, UK  ,Chemicals (11),5,-5.7,"1,355",2.0,0.4,3.4,4.1,4.8,8,-5.1
697,Alphameric, UK  ,Software & computer services (97),5,-17.8,99,11.2,4.8,8.1,7.9,-5.7,1,3.7
698,Sondagsavisen, Denmark,Media & entertainment (54),5,39.2,165,-2.4,2.9,20.6,11.8,3.5,1,22.8
699,TTP, UK  ,Software & computer services (97),5,-17.7,32,-8.6,14.8,..,2.9,-3.9,0,-6.7
700,Intrum Justitia, Sweden,Other financials (87),5,-23.5,315,-0.6,1.5,..,..,11.5,3,2.6
